

# Program:          AlphaSim 
# Author:           B. Douglas Ward 
# Initial Release:  18 Jun 1997 
# Latest Revision:  09 Jun 2009 

# Data set dimensions: 
# nx =   240   ny =   240   nz =   130   (voxels)
# dx =  1.00   dy =  1.00   dz =  1.00   (mm)

# Gaussian filter widths: 
# sigmax =  3.40   FWHMx =  8.00 
# sigmay =  3.40   FWHMy =  8.00 
# sigmaz =  3.40   FWHMz =  8.00 

# Cluster connection radius: rmm =  1.00 

# Threshold probability: pthr = 5.000000e-03 

# Number of Monte Carlo iterations =  1000 

# Cl Size   Frequency    CumuProp     p/Voxel   Max Freq       Alpha
    720             9    0.991118  0.00041040          1    0.955997
    721            13    0.991153  0.00040953          0    0.954997
    722            19    0.991205  0.00040828          0    0.954997
    723            13    0.991241  0.00040645          0    0.954997
    724            19    0.991293  0.00040519          2    0.954997
    725            16    0.991336  0.00040336          0    0.952997
    726            18    0.991386  0.00040181          2    0.952997
    727            10    0.991413  0.00040006          0    0.950997
    728            15    0.991454  0.00039909          2    0.950997
    729            14    0.991492  0.00039763          1    0.948997
    730            15    0.991533  0.00039627          0    0.947997
    731            13    0.991569  0.00039481          0    0.947997
    732            25    0.991637  0.00039354          0    0.947997
    733            12    0.991670  0.00039109          0    0.947997
    734            13    0.991705  0.00038992          1    0.947997
    735            16    0.991749  0.00038865          2    0.946997
    736            14    0.991787  0.00038708          0    0.944997
    737            15    0.991828  0.00038570          0    0.944997
    738             8    0.991850  0.00038422          0    0.944997
    739            13    0.991886  0.00038343          1    0.944997
    740            17    0.991932  0.00038215          0    0.943997
    741            17    0.991978  0.00038047          0    0.943997
    742            17    0.992025  0.00037879          0    0.943997
    743            13    0.992060  0.00037710          1    0.943997
    744             7    0.992079  0.00037581          0    0.942997
    745            13    0.992115  0.00037512          1    0.942997
    746            12    0.992148  0.00037383          0    0.941997
    747            18    0.992197  0.00037263          0    0.941997
    748            19    0.992249  0.00037083          1    0.941997
    749            13    0.992284  0.00036894          2    0.940997
    750            18    0.992334  0.00036764          0    0.938997
    751            11    0.992364  0.00036583          0    0.938997
    752            15    0.992405  0.00036473          4    0.938997
    753            15    0.992446  0.00036322          1    0.934997
    754            16    0.992489  0.00036171          1    0.933997
    755            13    0.992525  0.00036010          0    0.932997
    756            13    0.992560  0.00035879          2    0.932997
    757            10    0.992588  0.00035748          0    0.930997
    758            16    0.992631  0.00035647          1    0.930997
    759            15    0.992672  0.00035485          0    0.929997
    760            17    0.992719  0.00035333          2    0.929997
    761            10    0.992746  0.00035160          1    0.927997
    762             7    0.992765  0.00035059          2    0.926997
    763             9    0.992790  0.00034988          1    0.924997
    764            12    0.992822  0.00034896          0    0.923997
    765            13    0.992858  0.00034773          0    0.923997
    766             8    0.992880  0.00034641          2    0.923997
    767            12    0.992913  0.00034559          1    0.921997
    768             7    0.992932  0.00034436          2    0.920998
    769            18    0.992981  0.00034364          0    0.918998
    770            10    0.993008  0.00034179          0    0.918998
    771            15    0.993049  0.00034076          1    0.918998
    772            13    0.993085  0.00033922          0    0.917998
    773            19    0.993137  0.00033788          2    0.917998
    774            12    0.993169  0.00033592          1    0.915998
    775            14    0.993208  0.00033468          1    0.914998
    776            15    0.993249  0.00033323          0    0.913998
    777             8    0.993270  0.00033167          0    0.913998
    778             5    0.993284  0.00033084          0    0.913998
    779             8    0.993306  0.00033032          0    0.913998
    780             6    0.993322  0.00032949          0    0.913998
    781             8    0.993344  0.00032887          1    0.913998
    782             9    0.993369  0.00032803          1    0.912998
    783             9    0.993393  0.00032709          1    0.911998
    784             7    0.993412  0.00032615          0    0.910998
    785             7    0.993432  0.00032542          0    0.910998
    786            10    0.993459  0.00032468          1    0.910998
    787            15    0.993500  0.00032363          1    0.909998
    788             8    0.993522  0.00032206          1    0.908998
    789            13    0.993557  0.00032122          0    0.907998
    790            12    0.993590  0.00031985          1    0.907998
    791            12    0.993623  0.00031858          1    0.906998
    792            11    0.993653  0.00031731          2    0.905998
    793            19    0.993705  0.00031615          1    0.903998
    794            14    0.993743  0.00031414          0    0.902998
    795            12    0.993776  0.00031265          0    0.902998
    796             8    0.993798  0.00031138          0    0.902998
    797            10    0.993825  0.00031053          1    0.902998
    798            12    0.993858  0.00030946          0    0.901998
    799             7    0.993877  0.00030819          1    0.901998
    800            11    0.993907  0.00030744          1    0.900998
    801             8    0.993929  0.00030626          3    0.899998
    802             6    0.993945  0.00030541          1    0.896998
    803             9    0.993970  0.00030476          0    0.895998
    804             9    0.993994  0.00030380          0    0.895998
    805            11    0.994024  0.00030283          1    0.895998
    806            10    0.994052  0.00030165          0    0.894998
    807             9    0.994076  0.00030057          4    0.894998
    808            12    0.994109  0.00029960          2    0.890998
    809            13    0.994145  0.00029831          2    0.888998
    810             7    0.994164  0.00029690          3    0.886998
    811            11    0.994194  0.00029615          1    0.883998
    812             9    0.994218  0.00029496          0    0.882998
    813             9    0.994243  0.00029398          2    0.882998
    814             9    0.994267  0.00029300          1    0.880998
    815            11    0.994297  0.00029202          0    0.879998
    816            10    0.994325  0.00029083          0    0.879998
    817            14    0.994363  0.00028974          1    0.879998
    818            10    0.994390  0.00028821          1    0.878998
    819             9    0.994415  0.00028712          3    0.877998
    820            12    0.994448  0.00028613          3    0.874998
    821            10    0.994475  0.00028482          1    0.871998
    822             9    0.994500  0.00028372          0    0.870998
    823             9    0.994524  0.00028273          3    0.870998
    824             7    0.994543  0.00028175          1    0.867998
    825             8    0.994565  0.00028098          2    0.866998
    826             7    0.994584  0.00028009          0    0.864998
    827            10    0.994612  0.00027932          3    0.864998
    828             9    0.994636  0.00027822          1    0.861998
    829            11    0.994666  0.00027722          1    0.860998
    830            11    0.994696  0.00027600          2    0.859998
    831             6    0.994713  0.00027479          1    0.857998
    832            12    0.994745  0.00027412          1    0.856998
    833            10    0.994773  0.00027279          1    0.855998
    834            11    0.994803  0.00027167          0    0.854998
    835             7    0.994822  0.00027045          1    0.854998
    836            12    0.994855  0.00026967          1    0.853998
    837             4    0.994865  0.00026833          0    0.852998
    838            10    0.994893  0.00026788          0    0.852998
    839             5    0.994906  0.00026676          2    0.852998
    840             9    0.994931  0.00026620          0    0.850998
    841            14    0.994969  0.00026519          1    0.850998
    842            10    0.994997  0.00026362          1    0.849998
    843            14    0.995035  0.00026250          0    0.848998
    844            10    0.995062  0.00026092          0    0.848998
    845             5    0.995076  0.00025979          0    0.848998
    846             6    0.995092  0.00025923          0    0.848998
    847             5    0.995106  0.00025855          0    0.848998
    848             7    0.995125  0.00025798          2    0.848998
    849            14    0.995163  0.00025719          5    0.846998
    850             8    0.995185  0.00025560          1    0.841998
    851             7    0.995204  0.00025470          0    0.840998
    852             6    0.995221  0.00025390          0    0.840998
    853             9    0.995245  0.00025322          0    0.840998
    854             6    0.995262  0.00025219          3    0.840998
    855             1    0.995264  0.00025151          0    0.837998
    856             8    0.995286  0.00025139          1    0.837998
    857            10    0.995313  0.00025048          0    0.836998
    858             7    0.995333  0.00024933          0    0.836998
    859            10    0.995360  0.00024853          1    0.836998
    860             5    0.995374  0.00024739          0    0.835998
    861            11    0.995404  0.00024681          2    0.835998
    862             6    0.995420  0.00024555          2    0.833998
    863            12    0.995453  0.00024486          3    0.831998
    864             6    0.995469  0.00024347          0    0.828998
    865            10    0.995496  0.00024278          6    0.828998
    866             7    0.995516  0.00024163          3    0.822998
    867             4    0.995526  0.00024082          0    0.819998
    868             5    0.995540  0.00024035          1    0.819998
    869             6    0.995557  0.00023977          0    0.818998
    870             7    0.995576  0.00023908          1    0.818998
    871             5    0.995589  0.00023826          0    0.817998
    872             5    0.995603  0.00023768          1    0.817998
    873            10    0.995630  0.00023710          3    0.816998
    874             8    0.995652  0.00023593          1    0.813998
    875             3    0.995660  0.00023500          1    0.812998
    876            10    0.995688  0.00023465          4    0.811998
    877             7    0.995707  0.00023348          2    0.807998
    878             3    0.995715  0.00023266          1    0.805998
    879             7    0.995734  0.00023231          2    0.804998
    880             3    0.995742  0.00023149          0    0.802998
    881            12    0.995775  0.00023113          5    0.802998
    882             2    0.995780  0.00022972          0    0.797998
    883            10    0.995808  0.00022949          2    0.797998
    884             6    0.995824  0.00022831          3    0.795998
    885             5    0.995838  0.00022760          0    0.792998
    886             4    0.995849  0.00022701          2    0.792998
    887             6    0.995865  0.00022653          0    0.790998
    888             4    0.995876  0.00022582          2    0.790998
    889             8    0.995898  0.00022535          3    0.788998
    890             7    0.995917  0.00022440          1    0.785998
    891             6    0.995933  0.00022357          1    0.784998
    892             5    0.995947  0.00022285          1    0.783998
    893             7    0.995966  0.00022226          1    0.782998
    894             7    0.995985  0.00022142          3    0.781998
    895             4    0.995996  0.00022059          0    0.778998
    896             6    0.996013  0.00022011          0    0.778998
    897             6    0.996029  0.00021939          1    0.778998
    898             9    0.996054  0.00021867          2    0.777998
    899             5    0.996067  0.00021759          2    0.775998
    900             6    0.996084  0.00021699          2    0.773998
    901             5    0.996097  0.00021627          1    0.771998
    902            10    0.996125  0.00021567          4    0.770998
    903             4    0.996135  0.00021447          1    0.766998
    904             7    0.996155  0.00021398          1    0.765998
    905             5    0.996168  0.00021314          3    0.764998
    906             5    0.996182  0.00021253          0    0.761998
    907            11    0.996212  0.00021193          1    0.761998
    908             6    0.996228  0.00021060          3    0.760998
    909             6    0.996245  0.00020987          1    0.757998
    910             4    0.996256  0.00020914          1    0.756998
    911             6    0.996272  0.00020865          1    0.755998
    912            11    0.996302  0.00020792          3    0.754998
    913             5    0.996316  0.00020658          0    0.751998
    914             1    0.996318  0.00020598          0    0.751998
    915             8    0.996340  0.00020585          3    0.751998
    916             7    0.996359  0.00020488          1    0.748998
    917             3    0.996368  0.00020402          0    0.747998
    918             8    0.996390  0.00020365          5    0.747998
    919             4    0.996400  0.00020267          0    0.742998
    920             6    0.996417  0.00020218          2    0.742998
    921             8    0.996439  0.00020144          5    0.740998
    922             6    0.996455  0.00020046          3    0.735998
    923             4    0.996466  0.00019972          1    0.732998
    924             9    0.996491  0.00019923          3    0.731998
    925             4    0.996501  0.00019812          0    0.728998
    926             6    0.996518  0.00019762          2    0.728998
    927             7    0.996537  0.00019688          2    0.726998
    928            11    0.996567  0.00019601          3    0.724998
    929             8    0.996589  0.00019465          1    0.721998
    930             4    0.996600  0.00019366          2    0.720998
    931             9    0.996624  0.00019316          5    0.718998
    932             5    0.996638  0.00019204          2    0.713998
    933             4    0.996649  0.00019142          0    0.711998
    934             4    0.996660  0.00019092          1    0.711998
    935             7    0.996679  0.00019042          3    0.710998
    936             3    0.996687  0.00018955          0    0.707998
    937             3    0.996695  0.00018917          0    0.707998
    938             6    0.996712  0.00018880          3    0.707998
    939             4    0.996723  0.00018805          0    0.704998
    940             8    0.996744  0.00018755          2    0.704998
    941             7    0.996764  0.00018654          1    0.702998
    942             5    0.996777  0.00018566          2    0.701998
    943             3    0.996785  0.00018503          0    0.699998
    944             4    0.996796  0.00018465          1    0.699998
    945             6    0.996813  0.00018415          3    0.698999
    946             5    0.996826  0.00018339          3    0.695998
    947             6    0.996843  0.00018276          3    0.692998
    948             4    0.996854  0.00018200          1    0.689998
    949             7    0.996873  0.00018150          1    0.688998
    950             3    0.996881  0.00018061          2    0.687998
    951             6    0.996897  0.00018023          1    0.685998
    952             6    0.996914  0.00017947          3    0.684999
    953             5    0.996927  0.00017870          3    0.681998
    954             4    0.996938  0.00017807          1    0.678998
    955             1    0.996941  0.00017756          0    0.677998
    956             3    0.996949  0.00017743          0    0.677998
    957             6    0.996966  0.00017705          1    0.677998
    958             6    0.996982  0.00017628          0    0.676998
    959             3    0.996990  0.00017551          2    0.676998
    960             6    0.997007  0.00017513          1    0.674999
    961             4    0.997017  0.00017436          1    0.673999
    962             5    0.997031  0.00017385          2    0.672999
    963             8    0.997053  0.00017320          1    0.670999
    964             4    0.997064  0.00017217          3    0.669999
    965             6    0.997080  0.00017166          1    0.666999
    966            12    0.997113  0.00017089          2    0.665999
    967             2    0.997119  0.00016934          1    0.663999
    968             3    0.997127  0.00016908          1    0.662999
    969             8    0.997149  0.00016869          4    0.661999
    970             5    0.997162  0.00016766          3    0.657999
    971             7    0.997181  0.00016701          3    0.654999
    972             4    0.997192  0.00016610          3    0.651999
    973             5    0.997206  0.00016558          1    0.648999
    974            10    0.997233  0.00016493          4    0.647999
    975             3    0.997241  0.00016363          1    0.643999
    976             7    0.997261  0.00016324          0    0.642999
    977             3    0.997269  0.00016233          2    0.642999
    978             4    0.997280  0.00016194          2    0.640999
    979             5    0.997293  0.00016141          4    0.638999
    980             5    0.997307  0.00016076          2    0.634999
    981             1    0.997310  0.00016011          0    0.632999
    982             3    0.997318  0.00015998          0    0.632999
    983             8    0.997340  0.00015958          3    0.632999
    984             2    0.997345  0.00015853          1    0.629999
    985             3    0.997353  0.00015827          2    0.628999
    986             4    0.997364  0.00015787          0    0.626999
    987             2    0.997370  0.00015735          1    0.626999
    988             2    0.997375  0.00015708          0    0.625999
    989             4    0.997386  0.00015682          1    0.625999
    990             4    0.997397  0.00015629          1    0.624999
    991             3    0.997405  0.00015576          1    0.623999
    992             5    0.997419  0.00015537          3    0.622999
    993             4    0.997430  0.00015470          2    0.619999
    994             5    0.997443  0.00015417          1    0.617999
    995             6    0.997460  0.00015351          1    0.616999
    996             4    0.997471  0.00015271          1    0.615999
    997             2    0.997476  0.00015218          0    0.614999
    998             1    0.997479  0.00015191          0    0.614999
    999             3    0.997487  0.00015178          1    0.614999
   1000             4    0.997498  0.00015138          2    0.613999
   1001             2    0.997503  0.00015085          0    0.611999
   1002             0    0.997503  0.00015058          0    0.611999
   1003             4    0.997514  0.00015058          0    0.611999
   1004             9    0.997539  0.00015004          7    0.611999
   1005             2    0.997544  0.00014884          2    0.604999
   1006             4    0.997555  0.00014857          0    0.602999
   1007             3    0.997563  0.00014803          2    0.602999
   1008             4    0.997574  0.00014763          2    0.600999
   1009             3    0.997583  0.00014709          2    0.598999
   1010             6    0.997599  0.00014668          4    0.596999
   1011             2    0.997604  0.00014588          1    0.592999
   1012             6    0.997621  0.00014561          0    0.591999
   1013             4    0.997632  0.00014479          1    0.591999
   1014             5    0.997645  0.00014425          2    0.590999
   1015             6    0.997662  0.00014358          3    0.588999
   1016             2    0.997667  0.00014276          0    0.585999
   1017             6    0.997684  0.00014249          2    0.585999
   1018             4    0.997695  0.00014168          2    0.583999
   1019             2    0.997700  0.00014113          1    0.581999
   1020             2    0.997706  0.00014086          0    0.580999
   1021             5    0.997719  0.00014059          4    0.580999
   1022             1    0.997722  0.00013991          1    0.576999
   1023             3    0.997730  0.00013977          1    0.575999
   1024             4    0.997741  0.00013936          1    0.574999
   1025             3    0.997749  0.00013881          2    0.573999
   1026             3    0.997757  0.00013840          1    0.571999
   1027             8    0.997779  0.00013799          3    0.570999
   1028             2    0.997785  0.00013689          1    0.567999
   1029             1    0.997787  0.00013662          0    0.566999
   1030             3    0.997796  0.00013648          0    0.566999
   1031             3    0.997804  0.00013607          2    0.566999
   1032             2    0.997809  0.00013566          1    0.564999
   1033             1    0.997812  0.00013538          0    0.563999
   1034             2    0.997817  0.00013524          1    0.563999
   1035             5    0.997831  0.00013497          3    0.562999
   1036             3    0.997839  0.00013428          0    0.559999
   1037             3    0.997847  0.00013386          0    0.559999
   1038             3    0.997856  0.00013344          2    0.559999
   1039             4    0.997867  0.00013303          0    0.557999
   1040             2    0.997872  0.00013247          1    0.557999
   1041             1    0.997875  0.00013220          1    0.556999
   1042             6    0.997891  0.00013206          4    0.555999
   1043             2    0.997897  0.00013122          1    0.551999
   1044             5    0.997910  0.00013094          3    0.550999
   1045             2    0.997916  0.00013025          0    0.547999
   1046             3    0.997924  0.00012997          1    0.547999
   1047             3    0.997932  0.00012955          3    0.546999
   1048             5    0.997946  0.00012913          3    0.543999
   1049             3    0.997954  0.00012843          1    0.540999
   1050             2    0.997959  0.00012801          0    0.539999
   1051             5    0.997973  0.00012773          3    0.539999
   1052             1    0.997976  0.00012703          0    0.536999
   1053             3    0.997984  0.00012689          2    0.536999
   1054             3    0.997992  0.00012646          1    0.534999
   1055             4    0.998003  0.00012604          2    0.533999
   1056             6    0.998019  0.00012548          3    0.531999
   1057             4    0.998030  0.00012463          2    0.528999
   1058             2    0.998036  0.00012407          2    0.526999
   1059             6    0.998052  0.00012378          3    0.524999
   1060             2    0.998058  0.00012294          0    0.521999
   1061             2    0.998063  0.00012265          1    0.521999
   1062             3    0.998071  0.00012237          1    0.520999
   1063             2    0.998077  0.00012194          2    0.519999
   1064             2    0.998082  0.00012166          2    0.517999
   1065             4    0.998093  0.00012138          2    0.515999
   1066             3    0.998101  0.00012081          0    0.513999
   1067             2    0.998107  0.00012038          2    0.513999
   1068             4    0.998118  0.00012010          1    0.511999
   1069             3    0.998126  0.00011952          1    0.510999
   1070             3    0.998134  0.00011910          2    0.509999
   1071             2    0.998140  0.00011867          1    0.507999
   1072             5    0.998153  0.00011838          2    0.506999
   1073             3    0.998161  0.00011767          2    0.504999
   1074             4    0.998172  0.00011724          0    0.502999
   1075             1    0.998175  0.00011666          0    0.502999
   1076             2    0.998181  0.00011652          1    0.502999
   1077             3    0.998189  0.00011623          3    0.501999
   1078             4    0.998200  0.00011580          1    0.498999
   1079             2    0.998205  0.00011522          0    0.497999
   1080             5    0.998219  0.00011494          4    0.497999
   1081             2    0.998224  0.00011421          2    0.493999
   1082             4    0.998235  0.00011393          3    0.491999
   1083             4    0.998246  0.00011335          2    0.488999
   1084             1    0.998249  0.00011277          1    0.486999
   1085             4    0.998260  0.00011262          1    0.485999
   1086             3    0.998268  0.00011205          1    0.484999
   1087             3    0.998276  0.00011161          2    0.483999
   1088             2    0.998281  0.00011117          1    0.481999
   1089             3    0.998290  0.00011088          2    0.480999
   1090             3    0.998298  0.00011045          2    0.478999
   1091             3    0.998306  0.00011001          2    0.476999
   1092             1    0.998309  0.00010957          1    0.474999
   1093             1    0.998311  0.00010943          1    0.473999
   1094             4    0.998322  0.00010928          2    0.472999
   1095             2    0.998328  0.00010870          1    0.470999
   1096             3    0.998336  0.00010841          0    0.469999
   1097             0    0.998336  0.00010797          0    0.469999
   1098             2    0.998342  0.00010797          1    0.469999
   1099             4    0.998352  0.00010767          2    0.468999
   1100             1    0.998355  0.00010709          1    0.466999
   1101             4    0.998366  0.00010694          2    0.465999
   1102             5    0.998380  0.00010635          3    0.463999
   1103             2    0.998385  0.00010561          1    0.460999
   1104             3    0.998393  0.00010532          2    0.460000
   1105             2    0.998399  0.00010488          2    0.457999
   1106             3    0.998407  0.00010458          1    0.455999
   1107             3    0.998415  0.00010414          1    0.455000
   1108             1    0.998418  0.00010370          1    0.454000
   1109             3    0.998426  0.00010355          3    0.453000
   1110             5    0.998440  0.00010310          4    0.450000
   1111             6    0.998456  0.00010236          4    0.446000
   1112             3    0.998464  0.00010147          2    0.442000
   1113             2    0.998470  0.00010103          1    0.440000
   1114             3    0.998478  0.00010073          2    0.439000
   1115             1    0.998481  0.00010028          0    0.437000
   1116             2    0.998486  0.00010013          1    0.437000
   1117             3    0.998494  0.00009984          2    0.436000
   1118             4    0.998505  0.00009939          1    0.434000
   1119             2    0.998511  0.00009879          1    0.433000
   1120             1    0.998513  0.00009849          0    0.432000
   1121             5    0.998527  0.00009834          4    0.432000
   1122             1    0.998530  0.00009759          1    0.428000
   1123             3    0.998538  0.00009744          3    0.427000
   1124             4    0.998549  0.00009699          3    0.424000
   1125             3    0.998557  0.00009639          2    0.421000
   1126             1    0.998560  0.00009594          0    0.419000
   1127             0    0.998560  0.00009579          0    0.419000
   1128             2    0.998565  0.00009579          2    0.419000
   1129             2    0.998571  0.00009549          0    0.417000
   1130             2    0.998576  0.00009519          2    0.417000
   1131             3    0.998584  0.00009489          2    0.415000
   1132             3    0.998593  0.00009444          2    0.413000
   1133             1    0.998595  0.00009398          1    0.411000
   1134             2    0.998601  0.00009383          1    0.410000
   1135             2    0.998606  0.00009353          2    0.409000
   1136             0    0.998606  0.00009322          0    0.407000
   1137             4    0.998617  0.00009322          3    0.407000
   1138             3    0.998625  0.00009262          2    0.404000
   1139             2    0.998631  0.00009216          1    0.402000
   1140             1    0.998634  0.00009186          1    0.401000
   1141             2    0.998639  0.00009170          2    0.400000
   1142             3    0.998647  0.00009140          1    0.398000
   1143             3    0.998655  0.00009094          3    0.397000
   1144             2    0.998661  0.00009048          1    0.394000
   1145             3    0.998669  0.00009018          2    0.393000
   1146             5    0.998683  0.00008972          4    0.391000
   1147             4    0.998694  0.00008896          3    0.387000
   1148             2    0.998699  0.00008834          1    0.384000
   1149             2    0.998705  0.00008804          0    0.383000
   1150             2    0.998710  0.00008773          2    0.383000
   1151             4    0.998721  0.00008742          2    0.381000
   1152             3    0.998729  0.00008681          3    0.379000
   1153             1    0.998732  0.00008635          0    0.376000
   1154             1    0.998735  0.00008619          0    0.376000
   1155             2    0.998740  0.00008604          1    0.376000
   1156             1    0.998743  0.00008573          0    0.375000
   1157             0    0.998743  0.00008557          0    0.375000
   1158             2    0.998748  0.00008557          2    0.375000
   1159             3    0.998757  0.00008527          2    0.373000
   1160             2    0.998762  0.00008480          1    0.371000
   1161             2    0.998767  0.00008449          1    0.370000
   1162             1    0.998770  0.00008418          1    0.369000
   1163             1    0.998773  0.00008403          1    0.368000
   1164             0    0.998773  0.00008387          0    0.367000
   1165             4    0.998784  0.00008387          3    0.367000
   1166             0    0.998784  0.00008325          0    0.364000
   1167             3    0.998792  0.00008325          1    0.364000
   1168             2    0.998798  0.00008278          2    0.363000
   1169             0    0.998798  0.00008247          0    0.361000
   1170             3    0.998806  0.00008247          2    0.361000
   1171             1    0.998808  0.00008200          0    0.359000
   1172             2    0.998814  0.00008184          0    0.359000
   1173             1    0.998817  0.00008153          0    0.359000
   1174             1    0.998819  0.00008137          0    0.359000
   1175             2    0.998825  0.00008122          2    0.359000
   1176             1    0.998828  0.00008090          1    0.357000
   1177             2    0.998833  0.00008075          2    0.356000
   1178             4    0.998844  0.00008043          2    0.354000
   1179             2    0.998850  0.00007980          2    0.352000
   1180             1    0.998852  0.00007949          1    0.350000
   1181             1    0.998855  0.00007933          1    0.349000
   1182             2    0.998860  0.00007917          0    0.348000
   1183             1    0.998863  0.00007886          1    0.348000
   1184             0    0.998863  0.00007870          0    0.347000
   1185             3    0.998871  0.00007870          3    0.347000
   1186             3    0.998880  0.00007822          2    0.344000
   1187             4    0.998890  0.00007775          3    0.342000
   1188             1    0.998893  0.00007711          0    0.339000
   1189             4    0.998904  0.00007696          3    0.339000
   1190             2    0.998910  0.00007632          2    0.336000
   1191             2    0.998915  0.00007600          0    0.334000
   1192             1    0.998918  0.00007568          0    0.334000
   1193             1    0.998921  0.00007553          1    0.334000
   1194             2    0.998926  0.00007537          0    0.333000
   1195             1    0.998929  0.00007505          1    0.333000
   1196             1    0.998932  0.00007489          0    0.332000
   1197             1    0.998934  0.00007473          0    0.332000
   1198             0    0.998934  0.00007457          0    0.332000
   1199             1    0.998937  0.00007457          1    0.332000
   1200             0    0.998937  0.00007441          0    0.331000
   1201             1    0.998940  0.00007441          1    0.331000
   1202             2    0.998945  0.00007425          1    0.330000
   1203             3    0.998953  0.00007393          2    0.329000
   1204             4    0.998964  0.00007344          3    0.327000
   1205             0    0.998964  0.00007280          0    0.324000
   1206             2    0.998970  0.00007280          1    0.324000
   1207             1    0.998973  0.00007248          1    0.323000
   1208             0    0.998973  0.00007232          0    0.322000
   1209             2    0.998978  0.00007232          1    0.322000
   1210             1    0.998981  0.00007200          0    0.321000
   1211             2    0.998986  0.00007183          1    0.321000
   1212             2    0.998992  0.00007151          1    0.320000
   1213             2    0.998997  0.00007119          2    0.319000
   1214             1    0.999000  0.00007086          1    0.317000
   1215             0    0.999000  0.00007070          0    0.316000
   1216             2    0.999005  0.00007070          2    0.316000
   1217             1    0.999008  0.00007038          1    0.314000
   1218             3    0.999016  0.00007021          2    0.313000
   1219             2    0.999022  0.00006973          1    0.311000
   1220             1    0.999025  0.00006940          0    0.310000
   1221             5    0.999038  0.00006924          5    0.310000
   1222             2    0.999044  0.00006842          2    0.305000
   1223             1    0.999046  0.00006809          0    0.303000
   1224             2    0.999052  0.00006793          2    0.303000
   1225             2    0.999057  0.00006760          2    0.301000
   1226             1    0.999060  0.00006728          1    0.299000
   1227             1    0.999063  0.00006711          1    0.298000
   1228             1    0.999066  0.00006695          1    0.297000
   1229             0    0.999066  0.00006679          0    0.296000
   1230             0    0.999066  0.00006679          0    0.296000
   1231             1    0.999068  0.00006679          0    0.296000
   1232             1    0.999071  0.00006662          1    0.296000
   1233             1    0.999074  0.00006646          1    0.295000
   1234             4    0.999085  0.00006629          4    0.294000
   1235             0    0.999085  0.00006563          0    0.290000
   1236             2    0.999090  0.00006563          2    0.290000
   1237             1    0.999093  0.00006530          1    0.288000
   1238             0    0.999093  0.00006514          0    0.287000
   1239             0    0.999093  0.00006514          0    0.287000
   1240             0    0.999093  0.00006514          0    0.287000
   1241             2    0.999098  0.00006514          1    0.287000
   1242             2    0.999104  0.00006481          2    0.286000
   1243             2    0.999109  0.00006447          1    0.284000
   1244             0    0.999109  0.00006414          0    0.283000
   1245             1    0.999112  0.00006414          0    0.283000
   1246             0    0.999112  0.00006398          0    0.283000
   1247             3    0.999120  0.00006398          3    0.283000
   1248             1    0.999123  0.00006348          1    0.280000
   1249             0    0.999123  0.00006331          0    0.279000
   1250             0    0.999123  0.00006331          0    0.279000
   1251             1    0.999126  0.00006331          1    0.279000
   1252             2    0.999131  0.00006314          2    0.278000
   1253             1    0.999134  0.00006281          1    0.276000
   1254             1    0.999137  0.00006264          0    0.275000
   1255             2    0.999142  0.00006247          2    0.275000
   1256             0    0.999142  0.00006214          0    0.273000
   1257             0    0.999142  0.00006214          0    0.273000
   1258             1    0.999145  0.00006214          0    0.273000
   1259             1    0.999148  0.00006197          0    0.273000
   1260             1    0.999151  0.00006180          1    0.273000
   1261             2    0.999156  0.00006163          1    0.272000
   1262             0    0.999156  0.00006130          0    0.271000
   1263             0    0.999156  0.00006130          0    0.271000
   1264             1    0.999159  0.00006130          1    0.271000
   1265             1    0.999161  0.00006113          0    0.270000
   1266             1    0.999164  0.00006096          1    0.270000
   1267             0    0.999164  0.00006079          0    0.269000
   1268             2    0.999170  0.00006079          2    0.269000
   1269             1    0.999172  0.00006045          0    0.267000
   1270             0    0.999172  0.00006028          0    0.267000
   1271             2    0.999178  0.00006028          2    0.267000
   1272             1    0.999181  0.00005994          1    0.265000
   1273             1    0.999183  0.00005977          1    0.264000
   1274             1    0.999186  0.00005960          1    0.263000
   1275             1    0.999189  0.00005943          1    0.262000
   1276             3    0.999197  0.00005926          3    0.261000
   1277             0    0.999197  0.00005875          0    0.258000
   1278             3    0.999205  0.00005875          1    0.258000
   1279             0    0.999205  0.00005824          0    0.257000
   1280             0    0.999205  0.00005824          0    0.257000
   1281             1    0.999208  0.00005824          1    0.257000
   1282             5    0.999222  0.00005807          5    0.256000
   1283             1    0.999224  0.00005721          1    0.251000
   1284             2    0.999230  0.00005704          0    0.250000
   1285             1    0.999233  0.00005670          0    0.250000
   1286             0    0.999233  0.00005653          0    0.250000
   1287             0    0.999233  0.00005653          0    0.250000
   1288             1    0.999235  0.00005653          1    0.250000
   1289             2    0.999241  0.00005635          2    0.249000
   1290             1    0.999244  0.00005601          0    0.247000
   1291             1    0.999246  0.00005584          1    0.247000
   1292             0    0.999246  0.00005567          0    0.246000
   1293             1    0.999249  0.00005567          1    0.246000
   1294             0    0.999249  0.00005549          0    0.245000
   1295             0    0.999249  0.00005549          0    0.245000
   1296             4    0.999260  0.00005549          3    0.245000
   1297             0    0.999260  0.00005480          0    0.242000
   1298             2    0.999265  0.00005480          1    0.242000
   1299             2    0.999271  0.00005445          2    0.241000
   1300             1    0.999274  0.00005411          1    0.239000
