

# Program:          AlphaSim 
# Author:           B. Douglas Ward 
# Initial Release:  18 Jun 1997 
# Latest Revision:  09 Jun 2009 

# Data set dimensions: 
# nx =   240   ny =   240   nz =   130   (voxels)
# dx =  1.00   dy =  1.00   dz =  1.00   (mm)

# Gaussian filter widths: 
# sigmax =  3.40   FWHMx =  8.00 
# sigmay =  3.40   FWHMy =  8.00 
# sigmaz =  3.40   FWHMz =  8.00 

# Cluster connection radius: rmm =  1.00 

# Threshold probability: pthr = 5.000000e-03 

# Number of Monte Carlo iterations =  1000 

# Cl Size   Frequency    CumuProp     p/Voxel   Max Freq       Alpha
   1411             1    0.999572  0.00003451          1    0.152000
   1412             0    0.999572  0.00003432          0    0.151000
   1413             0    0.999572  0.00003432          0    0.151000
   1414             2    0.999577  0.00003432          2    0.151000
   1415             0    0.999577  0.00003394          0    0.149000
   1416             1    0.999580  0.00003394          1    0.149000
   1417             0    0.999580  0.00003375          0    0.148000
   1418             0    0.999580  0.00003375          0    0.148000
   1419             2    0.999585  0.00003375          2    0.148000
   1420             0    0.999585  0.00003337          0    0.146000
   1421             1    0.999588  0.00003337          1    0.146000
   1422             0    0.999588  0.00003318          0    0.145000
   1423             0    0.999588  0.00003318          0    0.145000
   1424             1    0.999591  0.00003318          1    0.145000
   1425             0    0.999591  0.00003299          0    0.144000
   1426             1    0.999594  0.00003299          1    0.144000
   1427             1    0.999596  0.00003280          1    0.143000
   1428             1    0.999599  0.00003261          1    0.142000
   1429             0    0.999599  0.00003242          0    0.141000
   1430             0    0.999599  0.00003242          0    0.141000
   1431             1    0.999602  0.00003242          1    0.141000
   1432             0    0.999602  0.00003223          0    0.140000
   1433             0    0.999602  0.00003223          0    0.140000
   1434             0    0.999602  0.00003223          0    0.140000
   1435             3    0.999610  0.00003223          3    0.140000
   1436             0    0.999610  0.00003166          0    0.137000
   1437             0    0.999610  0.00003166          0    0.137000
   1438             1    0.999613  0.00003166          1    0.137000
   1439             1    0.999616  0.00003146          1    0.136000
   1440             1    0.999618  0.00003127          1    0.135000
   1441             0    0.999618  0.00003108          0    0.134000
   1442             0    0.999618  0.00003108          0    0.134000
   1443             1    0.999621  0.00003108          1    0.134000
   1444             2    0.999627  0.00003089          2    0.133000
   1445             0    0.999627  0.00003050          0    0.131000
   1446             3    0.999635  0.00003050          3    0.131000
   1447             1    0.999637  0.00002992          1    0.128000
   1448             0    0.999637  0.00002973          0    0.127000
   1449             0    0.999637  0.00002973          0    0.127000
   1450             1    0.999640  0.00002973          1    0.127000
   1451             1    0.999643  0.00002953          0    0.126000
   1452             0    0.999643  0.00002934          0    0.126000
   1453             0    0.999643  0.00002934          0    0.126000
   1454             2    0.999648  0.00002934          2    0.126000
   1455             0    0.999648  0.00002895          0    0.124000
   1456             0    0.999648  0.00002895          0    0.124000
   1457             0    0.999648  0.00002895          0    0.124000
   1458             0    0.999648  0.00002895          0    0.124000
   1459             2    0.999654  0.00002895          1    0.124000
   1460             1    0.999657  0.00002856          1    0.123000
   1461             0    0.999657  0.00002837          0    0.122000
   1462             1    0.999659  0.00002837          1    0.122000
   1463             0    0.999659  0.00002817          0    0.121000
   1464             0    0.999659  0.00002817          0    0.121000
   1465             4    0.999670  0.00002817          4    0.121000
   1466             1    0.999673  0.00002739          1    0.117000
   1467             0    0.999673  0.00002719          0    0.116000
   1468             0    0.999673  0.00002719          0    0.116000
   1469             1    0.999676  0.00002719          1    0.116000
   1470             0    0.999676  0.00002700          0    0.115000
   1471             1    0.999678  0.00002700          1    0.115000
   1472             0    0.999678  0.00002680          0    0.114000
   1473             0    0.999678  0.00002680          0    0.114000
   1474             0    0.999678  0.00002680          0    0.114000
   1475             0    0.999678  0.00002680          0    0.114000
   1476             0    0.999678  0.00002680          0    0.114000
   1477             0    0.999678  0.00002680          0    0.114000
   1478             0    0.999678  0.00002680          0    0.114000
   1479             0    0.999678  0.00002680          0    0.114000
   1480             0    0.999678  0.00002680          0    0.114000
   1481             0    0.999678  0.00002680          0    0.114000
   1482             1    0.999681  0.00002680          1    0.114000
   1483             1    0.999684  0.00002660          1    0.113000
   1484             1    0.999687  0.00002641          0    0.112000
   1485             1    0.999689  0.00002621          1    0.112000
   1486             0    0.999689  0.00002601          0    0.111000
   1487             2    0.999695  0.00002601          2    0.111000
   1488             2    0.999700  0.00002561          2    0.109000
   1489             0    0.999700  0.00002521          0    0.107000
   1490             1    0.999703  0.00002521          1    0.107000
   1491             0    0.999703  0.00002502          0    0.106000
   1492             0    0.999703  0.00002502          0    0.106000
   1493             1    0.999706  0.00002502          1    0.106000
   1494             1    0.999709  0.00002482          1    0.105000
   1495             0    0.999709  0.00002462          0    0.104000
   1496             1    0.999711  0.00002462          1    0.104000
   1497             0    0.999711  0.00002442          0    0.103000
   1498             1    0.999714  0.00002442          1    0.103000
   1499             0    0.999714  0.00002422          0    0.102000
   1500             0    0.999714  0.00002422          0    0.102000
   1501             0    0.999714  0.00002422          0    0.102000
   1502             0    0.999714  0.00002422          0    0.102000
   1503             0    0.999714  0.00002422          0    0.102000
   1504             2    0.999720  0.00002422          2    0.102000
   1505             1    0.999722  0.00002381          1    0.100000
   1506             0    0.999722  0.00002361          0    0.099000
   1507             1    0.999725  0.00002361          1    0.099000
   1508             1    0.999728  0.00002341          1    0.098000
   1509             0    0.999728  0.00002321          0    0.097000
   1510             0    0.999728  0.00002321          0    0.097000
   1511             1    0.999731  0.00002321          0    0.097000
   1512             0    0.999731  0.00002301          0    0.097000
   1513             0    0.999731  0.00002301          0    0.097000
   1514             0    0.999731  0.00002301          0    0.097000
   1515             0    0.999731  0.00002301          0    0.097000
   1516             0    0.999731  0.00002301          0    0.097000
   1517             1    0.999733  0.00002301          1    0.097000
   1518             1    0.999736  0.00002281          0    0.096000
   1519             0    0.999736  0.00002260          0    0.096000
   1520             1    0.999739  0.00002260          1    0.096000
   1521             0    0.999739  0.00002240          0    0.095000
   1522             1    0.999742  0.00002240          1    0.095000
   1523             1    0.999744  0.00002220          1    0.094000
   1524             0    0.999744  0.00002199          0    0.093000
   1525             0    0.999744  0.00002199          0    0.093000
   1526             0    0.999744  0.00002199          0    0.093000
   1527             0    0.999744  0.00002199          0    0.093000
   1528             2    0.999750  0.00002199          2    0.093000
   1529             0    0.999750  0.00002159          0    0.091000
   1530             0    0.999750  0.00002159          0    0.091000
   1531             0    0.999750  0.00002159          0    0.091000
   1532             0    0.999750  0.00002159          0    0.091000
   1533             0    0.999750  0.00002159          0    0.091000
   1534             0    0.999750  0.00002159          0    0.091000
   1535             0    0.999750  0.00002159          0    0.091000
   1536             1    0.999753  0.00002159          1    0.091000
   1537             0    0.999753  0.00002138          0    0.090000
   1538             0    0.999753  0.00002138          0    0.090000
   1539             2    0.999758  0.00002138          2    0.090000
   1540             1    0.999761  0.00002097          1    0.088000
   1541             1    0.999763  0.00002076          1    0.087000
   1542             1    0.999766  0.00002056          1    0.086000
   1543             0    0.999766  0.00002035          0    0.085000
   1544             0    0.999766  0.00002035          0    0.085000
   1545             0    0.999766  0.00002035          0    0.085000
   1546             0    0.999766  0.00002035          0    0.085000
   1547             0    0.999766  0.00002035          0    0.085000
   1548             0    0.999766  0.00002035          0    0.085000
   1549             1    0.999769  0.00002035          1    0.085000
   1550             0    0.999769  0.00002015          0    0.084000
   1551             2    0.999774  0.00002015          2    0.084000
   1552             1    0.999777  0.00001973          1    0.082000
   1553             0    0.999777  0.00001952          0    0.081000
   1554             0    0.999777  0.00001952          0    0.081000
   1555             0    0.999777  0.00001952          0    0.081000
   1556             1    0.999780  0.00001952          1    0.081000
   1557             0    0.999780  0.00001932          0    0.080000
   1558             0    0.999780  0.00001932          0    0.080000
   1559             0    0.999780  0.00001932          0    0.080000
   1560             0    0.999780  0.00001932          0    0.080000
   1561             0    0.999780  0.00001932          0    0.080000
   1562             2    0.999785  0.00001932          1    0.080000
   1563             0    0.999785  0.00001890          0    0.079000
   1564             0    0.999785  0.00001890          0    0.079000
   1565             0    0.999785  0.00001890          0    0.079000
   1566             0    0.999785  0.00001890          0    0.079000
   1567             1    0.999788  0.00001890          1    0.079000
   1568             0    0.999788  0.00001869          0    0.078000
   1569             0    0.999788  0.00001869          0    0.078000
   1570             0    0.999788  0.00001869          0    0.078000
   1571             0    0.999788  0.00001869          0    0.078000
   1572             0    0.999788  0.00001869          0    0.078000
   1573             1    0.999791  0.00001869          1    0.078000
   1574             1    0.999794  0.00001848          1    0.077000
   1575             0    0.999794  0.00001827          0    0.076000
   1576             0    0.999794  0.00001827          0    0.076000
   1577             2    0.999799  0.00001827          2    0.076000
   1578             0    0.999799  0.00001785          0    0.074000
   1579             0    0.999799  0.00001785          0    0.074000
   1580             0    0.999799  0.00001785          0    0.074000
   1581             0    0.999799  0.00001785          0    0.074000
   1582             1    0.999802  0.00001785          1    0.074000
   1583             2    0.999807  0.00001764          2    0.073000
   1584             0    0.999807  0.00001721          0    0.071000
   1585             0    0.999807  0.00001721          0    0.071000
   1586             0    0.999807  0.00001721          0    0.071000
   1587             0    0.999807  0.00001721          0    0.071000
   1588             0    0.999807  0.00001721          0    0.071000
   1589             0    0.999807  0.00001721          0    0.071000
   1590             1    0.999810  0.00001721          1    0.071000
   1591             1    0.999813  0.00001700          1    0.070000
   1592             0    0.999813  0.00001679          0    0.069000
   1593             1    0.999816  0.00001679          1    0.069000
   1594             0    0.999816  0.00001658          0    0.068000
   1595             0    0.999816  0.00001658          0    0.068000
   1596             0    0.999816  0.00001658          0    0.068000
   1597             0    0.999816  0.00001658          0    0.068000
   1598             0    0.999816  0.00001658          0    0.068000
   1599             1    0.999818  0.00001658          1    0.068000
   1600             0    0.999818  0.00001636          0    0.067000
   1601             0    0.999818  0.00001636          0    0.067000
   1602             2    0.999824  0.00001636          2    0.067000
   1603             1    0.999827  0.00001594          1    0.065000
   1604             0    0.999827  0.00001572          0    0.064000
   1605             0    0.999827  0.00001572          0    0.064000
   1606             0    0.999827  0.00001572          0    0.064000
   1607             1    0.999829  0.00001572          1    0.064000
   1608             0    0.999829  0.00001551          0    0.063000
   1609             1    0.999832  0.00001551          1    0.063000
   1610             0    0.999832  0.00001529          0    0.062000
   1611             0    0.999832  0.00001529          0    0.062000
   1612             1    0.999835  0.00001529          1    0.062000
   1613             1    0.999838  0.00001508          1    0.061000
   1614             0    0.999838  0.00001486          0    0.060000
   1615             0    0.999838  0.00001486          0    0.060000
   1616             0    0.999838  0.00001486          0    0.060000
   1617             0    0.999838  0.00001486          0    0.060000
   1618             1    0.999840  0.00001486          1    0.060000
   1619             0    0.999840  0.00001465          0    0.059000
   1620             2    0.999846  0.00001465          2    0.059000
   1621             0    0.999846  0.00001421          0    0.057000
   1622             0    0.999846  0.00001421          0    0.057000
   1623             0    0.999846  0.00001421          0    0.057000
   1624             0    0.999846  0.00001421          0    0.057000
   1625             0    0.999846  0.00001421          0    0.057000
   1626             0    0.999846  0.00001421          0    0.057000
   1627             1    0.999848  0.00001421          1    0.057000
   1628             0    0.999848  0.00001400          0    0.056000
   1629             2    0.999854  0.00001400          2    0.056000
   1630             0    0.999854  0.00001356          0    0.054000
   1631             0    0.999854  0.00001356          0    0.054000
   1632             0    0.999854  0.00001356          0    0.054000
   1633             1    0.999857  0.00001356          1    0.054000
   1634             0    0.999857  0.00001334          0    0.053000
   1635             0    0.999857  0.00001334          0    0.053000
   1636             1    0.999859  0.00001334          1    0.053000
   1637             0    0.999859  0.00001312          0    0.052000
   1638             1    0.999862  0.00001312          1    0.052000
   1639             1    0.999865  0.00001290          1    0.051000
   1640             1    0.999868  0.00001269          1    0.050000
   1641             0    0.999868  0.00001247          0    0.049000
   1642             0    0.999868  0.00001247          0    0.049000
   1643             0    0.999868  0.00001247          0    0.049000
   1644             0    0.999868  0.00001247          0    0.049000
   1645             0    0.999868  0.00001247          0    0.049000
   1646             0    0.999868  0.00001247          0    0.049000
   1647             0    0.999868  0.00001247          0    0.049000
   1648             0    0.999868  0.00001247          0    0.049000
   1649             0    0.999868  0.00001247          0    0.049000
   1650             0    0.999868  0.00001247          0    0.049000
   1651             0    0.999868  0.00001247          0    0.049000
   1652             0    0.999868  0.00001247          0    0.049000
   1653             0    0.999868  0.00001247          0    0.049000
   1654             0    0.999868  0.00001247          0    0.049000
   1655             0    0.999868  0.00001247          0    0.049000
   1656             0    0.999868  0.00001247          0    0.049000
   1657             0    0.999868  0.00001247          0    0.049000
   1658             0    0.999868  0.00001247          0    0.049000
   1659             0    0.999868  0.00001247          0    0.049000
   1660             0    0.999868  0.00001247          0    0.049000
   1661             0    0.999868  0.00001247          0    0.049000
   1662             1    0.999870  0.00001247          1    0.049000
   1663             0    0.999870  0.00001224          0    0.048000
   1664             0    0.999870  0.00001224          0    0.048000
   1665             0    0.999870  0.00001224          0    0.048000
   1666             1    0.999873  0.00001224          1    0.048000
   1667             0    0.999873  0.00001202          0    0.047000
   1668             1    0.999876  0.00001202          1    0.047000
   1669             0    0.999876  0.00001180          0    0.046000
   1670             0    0.999876  0.00001180          0    0.046000
   1671             0    0.999876  0.00001180          0    0.046000
   1672             0    0.999876  0.00001180          0    0.046000
   1673             0    0.999876  0.00001180          0    0.046000
   1674             0    0.999876  0.00001180          0    0.046000
   1675             0    0.999876  0.00001180          0    0.046000
   1676             0    0.999876  0.00001180          0    0.046000
   1677             0    0.999876  0.00001180          0    0.046000
   1678             0    0.999876  0.00001180          0    0.046000
   1679             0    0.999876  0.00001180          0    0.046000
   1680             0    0.999876  0.00001180          0    0.046000
   1681             0    0.999876  0.00001180          0    0.046000
   1682             1    0.999879  0.00001180          1    0.046000
   1683             1    0.999881  0.00001158          1    0.045000
   1684             0    0.999881  0.00001135          0    0.044000
   1685             0    0.999881  0.00001135          0    0.044000
   1686             0    0.999881  0.00001135          0    0.044000
   1687             0    0.999881  0.00001135          0    0.044000
   1688             1    0.999884  0.00001135          1    0.044000
   1689             1    0.999887  0.00001112          1    0.043000
   1690             0    0.999887  0.00001090          0    0.042000
   1691             0    0.999887  0.00001090          0    0.042000
   1692             0    0.999887  0.00001090          0    0.042000
   1693             0    0.999887  0.00001090          0    0.042000
   1694             0    0.999887  0.00001090          0    0.042000
   1695             0    0.999887  0.00001090          0    0.042000
   1696             0    0.999887  0.00001090          0    0.042000
   1697             0    0.999887  0.00001090          0    0.042000
   1698             0    0.999887  0.00001090          0    0.042000
   1699             1    0.999890  0.00001090          1    0.042000
   1700             0    0.999890  0.00001067          0    0.041000
   1701             0    0.999890  0.00001067          0    0.041000
   1702             0    0.999890  0.00001067          0    0.041000
   1703             0    0.999890  0.00001067          0    0.041000
   1704             0    0.999890  0.00001067          0    0.041000
   1705             0    0.999890  0.00001067          0    0.041000
   1706             2    0.999895  0.00001067          2    0.041000
   1707             0    0.999895  0.00001022          0    0.039000
   1708             0    0.999895  0.00001022          0    0.039000
   1709             1    0.999898  0.00001022          1    0.039000
   1710             0    0.999898  0.00000999          0    0.038000
   1711             0    0.999898  0.00000999          0    0.038000
   1712             0    0.999898  0.00000999          0    0.038000
   1713             0    0.999898  0.00000999          0    0.038000
   1714             0    0.999898  0.00000999          0    0.038000
   1715             0    0.999898  0.00000999          0    0.038000
   1716             0    0.999898  0.00000999          0    0.038000
   1717             0    0.999898  0.00000999          0    0.038000
   1718             0    0.999898  0.00000999          0    0.038000
   1719             1    0.999901  0.00000999          1    0.038000
   1720             0    0.999901  0.00000976          0    0.037000
   1721             0    0.999901  0.00000976          0    0.037000
   1722             0    0.999901  0.00000976          0    0.037000
   1723             0    0.999901  0.00000976          0    0.037000
   1724             0    0.999901  0.00000976          0    0.037000
   1725             0    0.999901  0.00000976          0    0.037000
   1726             0    0.999901  0.00000976          0    0.037000
   1727             0    0.999901  0.00000976          0    0.037000
   1728             0    0.999901  0.00000976          0    0.037000
   1729             0    0.999901  0.00000976          0    0.037000
   1730             1    0.999903  0.00000976          1    0.037000
   1731             0    0.999903  0.00000953          0    0.036000
   1732             0    0.999903  0.00000953          0    0.036000
   1733             0    0.999903  0.00000953          0    0.036000
   1734             0    0.999903  0.00000953          0    0.036000
   1735             0    0.999903  0.00000953          0    0.036000
   1736             0    0.999903  0.00000953          0    0.036000
   1737             0    0.999903  0.00000953          0    0.036000
   1738             0    0.999903  0.00000953          0    0.036000
   1739             1    0.999906  0.00000953          1    0.036000
   1740             0    0.999906  0.00000930          0    0.035000
   1741             0    0.999906  0.00000930          0    0.035000
   1742             0    0.999906  0.00000930          0    0.035000
   1743             1    0.999909  0.00000930          1    0.035000
   1744             0    0.999909  0.00000906          0    0.034000
   1745             2    0.999914  0.00000906          2    0.034000
   1746             0    0.999914  0.00000860          0    0.032000
   1747             0    0.999914  0.00000860          0    0.032000
   1748             0    0.999914  0.00000860          0    0.032000
   1749             0    0.999914  0.00000860          0    0.032000
   1750             0    0.999914  0.00000860          0    0.032000
   1751             0    0.999914  0.00000860          0    0.032000
   1752             1    0.999917  0.00000860          1    0.032000
   1753             0    0.999917  0.00000836          0    0.031000
   1754             0    0.999917  0.00000836          0    0.031000
   1755             1    0.999920  0.00000836          1    0.031000
   1756             0    0.999920  0.00000813          0    0.030000
   1757             0    0.999920  0.00000813          0    0.030000
   1758             0    0.999920  0.00000813          0    0.030000
   1759             1    0.999923  0.00000813          1    0.030000
   1760             0    0.999923  0.00000789          0    0.029000
   1761             0    0.999923  0.00000789          0    0.029000
   1762             0    0.999923  0.00000789          0    0.029000
   1763             0    0.999923  0.00000789          0    0.029000
   1764             0    0.999923  0.00000789          0    0.029000
   1765             0    0.999923  0.00000789          0    0.029000
   1766             0    0.999923  0.00000789          0    0.029000
   1767             0    0.999923  0.00000789          0    0.029000
   1768             0    0.999923  0.00000789          0    0.029000
   1769             1    0.999925  0.00000789          1    0.029000
   1770             0    0.999925  0.00000766          0    0.028000
   1771             0    0.999925  0.00000766          0    0.028000
   1772             0    0.999925  0.00000766          0    0.028000
   1773             0    0.999925  0.00000766          0    0.028000
   1774             0    0.999925  0.00000766          0    0.028000
   1775             0    0.999925  0.00000766          0    0.028000
   1776             0    0.999925  0.00000766          0    0.028000
   1777             0    0.999925  0.00000766          0    0.028000
   1778             0    0.999925  0.00000766          0    0.028000
   1779             1    0.999928  0.00000766          1    0.028000
   1780             2    0.999933  0.00000742          2    0.027000
   1781             0    0.999933  0.00000694          0    0.025000
   1782             0    0.999933  0.00000694          0    0.025000
   1783             0    0.999933  0.00000694          0    0.025000
   1784             0    0.999933  0.00000694          0    0.025000
   1785             0    0.999933  0.00000694          0    0.025000
   1786             0    0.999933  0.00000694          0    0.025000
   1787             0    0.999933  0.00000694          0    0.025000
   1788             0    0.999933  0.00000694          0    0.025000
   1789             0    0.999933  0.00000694          0    0.025000
   1790             0    0.999933  0.00000694          0    0.025000
   1791             0    0.999933  0.00000694          0    0.025000
   1792             0    0.999933  0.00000694          0    0.025000
   1793             0    0.999933  0.00000694          0    0.025000
   1794             0    0.999933  0.00000694          0    0.025000
   1795             0    0.999933  0.00000694          0    0.025000
   1796             0    0.999933  0.00000694          0    0.025000
   1797             0    0.999933  0.00000694          0    0.025000
   1798             0    0.999933  0.00000694          0    0.025000
   1799             0    0.999933  0.00000694          0    0.025000
   1800             0    0.999933  0.00000694          0    0.025000
   1801             0    0.999933  0.00000694          0    0.025000
   1802             0    0.999933  0.00000694          0    0.025000
   1803             0    0.999933  0.00000694          0    0.025000
   1804             0    0.999933  0.00000694          0    0.025000
   1805             0    0.999933  0.00000694          0    0.025000
   1806             0    0.999933  0.00000694          0    0.025000
   1807             0    0.999933  0.00000694          0    0.025000
   1808             0    0.999933  0.00000694          0    0.025000
   1809             1    0.999936  0.00000694          1    0.025000
   1810             0    0.999936  0.00000670          0    0.024000
   1811             0    0.999936  0.00000670          0    0.024000
   1812             0    0.999936  0.00000670          0    0.024000
   1813             0    0.999936  0.00000670          0    0.024000
   1814             0    0.999936  0.00000670          0    0.024000
   1815             0    0.999936  0.00000670          0    0.024000
   1816             1    0.999939  0.00000670          1    0.024000
   1817             0    0.999939  0.00000646          0    0.023000
   1818             0    0.999939  0.00000646          0    0.023000
   1819             0    0.999939  0.00000646          0    0.023000
   1820             0    0.999939  0.00000646          0    0.023000
   1821             0    0.999939  0.00000646          0    0.023000
   1822             0    0.999939  0.00000646          0    0.023000
   1823             0    0.999939  0.00000646          0    0.023000
   1824             0    0.999939  0.00000646          0    0.023000
   1825             0    0.999939  0.00000646          0    0.023000
   1826             0    0.999939  0.00000646          0    0.023000
   1827             0    0.999939  0.00000646          0    0.023000
   1828             0    0.999939  0.00000646          0    0.023000
   1829             0    0.999939  0.00000646          0    0.023000
   1830             0    0.999939  0.00000646          0    0.023000
   1831             0    0.999939  0.00000646          0    0.023000
   1832             0    0.999939  0.00000646          0    0.023000
   1833             0    0.999939  0.00000646          0    0.023000
   1834             0    0.999939  0.00000646          0    0.023000
   1835             0    0.999939  0.00000646          0    0.023000
   1836             0    0.999939  0.00000646          0    0.023000
   1837             0    0.999939  0.00000646          0    0.023000
   1838             0    0.999939  0.00000646          0    0.023000
   1839             0    0.999939  0.00000646          0    0.023000
   1840             0    0.999939  0.00000646          0    0.023000
   1841             0    0.999939  0.00000646          0    0.023000
   1842             0    0.999939  0.00000646          0    0.023000
   1843             1    0.999942  0.00000646          1    0.023000
   1844             0    0.999942  0.00000621          0    0.022000
   1845             0    0.999942  0.00000621          0    0.022000
   1846             0    0.999942  0.00000621          0    0.022000
   1847             0    0.999942  0.00000621          0    0.022000
   1848             0    0.999942  0.00000621          0    0.022000
   1849             0    0.999942  0.00000621          0    0.022000
   1850             0    0.999942  0.00000621          0    0.022000
   1851             0    0.999942  0.00000621          0    0.022000
   1852             0    0.999942  0.00000621          0    0.022000
   1853             0    0.999942  0.00000621          0    0.022000
   1854             0    0.999942  0.00000621          0    0.022000
   1855             0    0.999942  0.00000621          0    0.022000
   1856             0    0.999942  0.00000621          0    0.022000
   1857             0    0.999942  0.00000621          0    0.022000
   1858             0    0.999942  0.00000621          0    0.022000
   1859             0    0.999942  0.00000621          0    0.022000
   1860             1    0.999944  0.00000621          1    0.022000
   1861             0    0.999944  0.00000597          0    0.021000
   1862             1    0.999947  0.00000597          1    0.021000
   1863             0    0.999947  0.00000572          0    0.020000
   1864             0    0.999947  0.00000572          0    0.020000
   1865             0    0.999947  0.00000572          0    0.020000
   1866             0    0.999947  0.00000572          0    0.020000
   1867             0    0.999947  0.00000572          0    0.020000
   1868             0    0.999947  0.00000572          0    0.020000
   1869             0    0.999947  0.00000572          0    0.020000
   1870             0    0.999947  0.00000572          0    0.020000
   1871             0    0.999947  0.00000572          0    0.020000
   1872             0    0.999947  0.00000572          0    0.020000
   1873             0    0.999947  0.00000572          0    0.020000
   1874             0    0.999947  0.00000572          0    0.020000
   1875             1    0.999950  0.00000572          1    0.020000
   1876             1    0.999953  0.00000547          1    0.019000
   1877             0    0.999953  0.00000522          0    0.018000
   1878             0    0.999953  0.00000522          0    0.018000
   1879             0    0.999953  0.00000522          0    0.018000
   1880             0    0.999953  0.00000522          0    0.018000
   1881             0    0.999953  0.00000522          0    0.018000
   1882             0    0.999953  0.00000522          0    0.018000
   1883             0    0.999953  0.00000522          0    0.018000
   1884             0    0.999953  0.00000522          0    0.018000
   1885             0    0.999953  0.00000522          0    0.018000
   1886             0    0.999953  0.00000522          0    0.018000
   1887             0    0.999953  0.00000522          0    0.018000
   1888             0    0.999953  0.00000522          0    0.018000
   1889             1    0.999955  0.00000522          1    0.018000
   1890             0    0.999955  0.00000496          0    0.017000
   1891             0    0.999955  0.00000496          0    0.017000
   1892             0    0.999955  0.00000496          0    0.017000
   1893             0    0.999955  0.00000496          0    0.017000
   1894             0    0.999955  0.00000496          0    0.017000
   1895             0    0.999955  0.00000496          0    0.017000
   1896             0    0.999955  0.00000496          0    0.017000
   1897             0    0.999955  0.00000496          0    0.017000
   1898             0    0.999955  0.00000496          0    0.017000
   1899             0    0.999955  0.00000496          0    0.017000
   1900             0    0.999955  0.00000496          0    0.017000
   1901             0    0.999955  0.00000496          0    0.017000
   1902             0    0.999955  0.00000496          0    0.017000
   1903             0    0.999955  0.00000496          0    0.017000
   1904             0    0.999955  0.00000496          0    0.017000
   1905             0    0.999955  0.00000496          0    0.017000
   1906             2    0.999961  0.00000496          2    0.017000
   1907             0    0.999961  0.00000445          0    0.015000
   1908             0    0.999961  0.00000445          0    0.015000
   1909             0    0.999961  0.00000445          0    0.015000
   1910             0    0.999961  0.00000445          0    0.015000
   1911             0    0.999961  0.00000445          0    0.015000
   1912             0    0.999961  0.00000445          0    0.015000
   1913             0    0.999961  0.00000445          0    0.015000
   1914             1    0.999964  0.00000445          1    0.015000
   1915             0    0.999964  0.00000420          0    0.014000
   1916             0    0.999964  0.00000420          0    0.014000
   1917             0    0.999964  0.00000420          0    0.014000
   1918             0    0.999964  0.00000420          0    0.014000
   1919             0    0.999964  0.00000420          0    0.014000
   1920             0    0.999964  0.00000420          0    0.014000
   1921             0    0.999964  0.00000420          0    0.014000
   1922             0    0.999964  0.00000420          0    0.014000
   1923             1    0.999966  0.00000420          1    0.014000
   1924             0    0.999966  0.00000394          0    0.013000
   1925             0    0.999966  0.00000394          0    0.013000
   1926             0    0.999966  0.00000394          0    0.013000
   1927             0    0.999966  0.00000394          0    0.013000
   1928             0    0.999966  0.00000394          0    0.013000
   1929             0    0.999966  0.00000394          0    0.013000
   1930             0    0.999966  0.00000394          0    0.013000
   1931             0    0.999966  0.00000394          0    0.013000
   1932             0    0.999966  0.00000394          0    0.013000
   1933             0    0.999966  0.00000394          0    0.013000
   1934             0    0.999966  0.00000394          0    0.013000
   1935             0    0.999966  0.00000394          0    0.013000
   1936             0    0.999966  0.00000394          0    0.013000
   1937             0    0.999966  0.00000394          0    0.013000
   1938             0    0.999966  0.00000394          0    0.013000
   1939             0    0.999966  0.00000394          0    0.013000
   1940             0    0.999966  0.00000394          0    0.013000
   1941             0    0.999966  0.00000394          0    0.013000
   1942             0    0.999966  0.00000394          0    0.013000
   1943             0    0.999966  0.00000394          0    0.013000
   1944             0    0.999966  0.00000394          0    0.013000
   1945             0    0.999966  0.00000394          0    0.013000
   1946             0    0.999966  0.00000394          0    0.013000
   1947             0    0.999966  0.00000394          0    0.013000
   1948             0    0.999966  0.00000394          0    0.013000
   1949             0    0.999966  0.00000394          0    0.013000
   1950             0    0.999966  0.00000394          0    0.013000
   1951             0    0.999966  0.00000394          0    0.013000
   1952             0    0.999966  0.00000394          0    0.013000
   1953             0    0.999966  0.00000394          0    0.013000
   1954             0    0.999966  0.00000394          0    0.013000
   1955             0    0.999966  0.00000394          0    0.013000
   1956             0    0.999966  0.00000394          0    0.013000
   1957             0    0.999966  0.00000394          0    0.013000
   1958             0    0.999966  0.00000394          0    0.013000
   1959             0    0.999966  0.00000394          0    0.013000
   1960             0    0.999966  0.00000394          0    0.013000
   1961             0    0.999966  0.00000394          0    0.013000
   1962             0    0.999966  0.00000394          0    0.013000
   1963             0    0.999966  0.00000394          0    0.013000
   1964             0    0.999966  0.00000394          0    0.013000
   1965             0    0.999966  0.00000394          0    0.013000
   1966             0    0.999966  0.00000394          0    0.013000
   1967             0    0.999966  0.00000394          0    0.013000
   1968             0    0.999966  0.00000394          0    0.013000
   1969             0    0.999966  0.00000394          0    0.013000
   1970             0    0.999966  0.00000394          0    0.013000
   1971             0    0.999966  0.00000394          0    0.013000
   1972             0    0.999966  0.00000394          0    0.013000
   1973             0    0.999966  0.00000394          0    0.013000
   1974             0    0.999966  0.00000394          0    0.013000
   1975             0    0.999966  0.00000394          0    0.013000
   1976             0    0.999966  0.00000394          0    0.013000
   1977             0    0.999966  0.00000394          0    0.013000
   1978             0    0.999966  0.00000394          0    0.013000
   1979             0    0.999966  0.00000394          0    0.013000
   1980             0    0.999966  0.00000394          0    0.013000
