110101	73.95
110102	61.27
110201	59.37
110202	63.73
110203	63.73
110204	73.95
110205	73.95
110206	73.95
110207	67.63
110208	73.95
110209	63.73
110210	73.95
110211	67.63
110212	67.63
110213	67.63
110214	59.37
110215	63.73
120101	73.95
120102	63.73
120103	53.94
120104	63.73
120106	67.63
120201	52.8
120202	59.37
120203	67.63
120204	61.27
120205	61.27
120206	50.62
120207	55.13
120208	67.63
120209	61.27
120210	63.73
120211	59.37
120212	53.94
120213	73.95
120214	63.73
130101	56.4
130102	67.63
130103	67.63
130104	63.73
130106	73.95
130301	47.35
130302	67.63
130303	63.73
130401	61.27
130402	53.94
130403	55.13
130404	61.27
130405	57.79
130406	63.73
130501	56.4
130502	53.94
130503	46.2
130504	50.62
130505	53.94
130506	40.61
130601	67.63
130602	52.8
130603	55.13
130604	59.37
130605	52.8
130606	59.37
130701	67.63
130702	56.4
130703	61.27
130704	59.37
130801	61.27
140201	61.27
140202	67.63
150101	63.73
150102	73.95
150103	67.63
150104	63.73
150105	57.79
150106	61.27
150107	73.95
150108	59.37
150109	63.73
150110	67.63
150112	61.27
150113	53.94
150114	59.37
150115	61.27
150116	63.73
150117	67.63
150201	59.37
150202	59.37
150203	73.95
150204	59.37
150205	56.4
210101	59.37
210102	63.73
210103	73.95
210104	57.79
210105	63.73
210106	67.63
210108	67.63
210109	73.95
210110	67.63
210111	73.95
210112	73.95
210113	73.95
230101	73.95
230301	67.63
230302	67.63
230303	61.27
230304	X
230305	59.37
230306	49.55
230307	63.73
230308	61.27
230309	61.27
230310	61.27
230311	67.63
230312	63.73
230313	67.63
230314	67.63
230315	63.73
230316	63.73
230317	73.95
230318	63.73
230319	67.63
230320	61.27
230321	59.37
230322	61.27
230323	61.27
230324	59.37
230325	61.27
230326	63.73
230327	63.73
230328	63.73
230329	61.27
230330	56.4
230331	67.63
230332	63.73
230401	67.63
230402	67.63
230403	61.27
240101	50.62
240102	61.27
240103	59.37
240104	56.4
250201	59.37
250202	61.27
250203	63.73
250204	67.63
250205	67.63
250206	67.63
250207	67.63
250208	63.73
250301	63.73
260301	59.37
260302	73.95
260601	63.73
270301	63.73
270302	67.63
270303	56.4
270304	46.2
270305	57.79
270306	55.13
270307	53.94
270308	42.25
270309	59.37
270310	59.37
280201	73.95
280202	56.4
280203	61.27
280301	57.79
280302	63.73
280303	48.46
280304	52.8
280305	53.94
280306	73.95
280308	61.27
280309	57.79
280310	56.4
280311	43.69
280313	44.99
280314	59.37
280315	49.55
280316	47.35
280317	49.55
280318	55.13
280319	73.95
280320	73.95
280321	50.62
280401	52.8
290201	59.37
290202	59.37
290203	56.4
290204	73.95
290205	56.4
290301	56.4
290401	61.27
310101	63.73
310102	63.73
310103	55.13
310104	55.13
310105	57.79
310106	55.13
310107	53.94
310108	53.94
310109	67.63
310110	63.73
310111	59.37
310112	55.13
310113	59.37
310114	55.13
310120	63.73
310121	61.27
310130	63.73
310131	56.4
310132	57.79
310133	63.73
310134	53.94
310136	55.13
310137	43.69
310138	59.37
310139	67.63
310140	59.37
310141	38.64
310142	46.2
310143	32.04
310144	59.37
310145	55.13
310146	50.62
310147	36.07
310148	57.79
310149	47.35
310150	57.79
310151	57.79
310152	61.27
310153	49.55
310154	38.64
310155	25.61
310156	36.07
310157	50.62
310158	57.79
310159	73.95
310160	63.73
310161	61.27
310162	73.95
310163	59.37
310164	63.73
310165	61.27
310167	47.35
310168	57.79
310201	52.8
310202	55.13
310203	61.27
310204	67.63
310205	61.27
310206	57.79
310207	51.7
310208	59.37
310209	56.4
310210	61.27
310211	59.37
310212	67.63
310213	61.27
310214	63.73
310215	61.27
310216	59.37
310217	63.73
310218	56.4
310219	67.63
310220	49.55
310221	61.27
310222	55.13
310223	61.27
310224	61.27
310225	67.63
310226	61.27
310227	59.37
310228	63.73
310229	67.63
310230	53.94
310231	73.95
310232	59.37
310233	57.79
310234	56.4
310235	63.73
310236	57.79
310237	59.37
310238	56.4
310239	43.69
310240	56.4
310241	48.46
310242	59.37
310243	61.27
310244	56.4
310245	57.79
310246	63.73
310247	55.13
310248	59.37
310249	61.27
310250	56.4
310251	51.7
310252	73.95
310253	63.73
310254	61.27
310255	67.63
310256	73.95
310257	73.95
310258	63.73
310259	57.79
310260	67.63
310261	42.25
310262	43.69
310263	42.25
310264	50.62
310265	38.64
310266	47.35
310267	43.69
310268	59.37
310269	63.73
310270	55.13
310271	61.27
310272	73.95
310273	52.8
310274	63.73
310275	61.27
310276	63.73
310277	67.63
310278	73.95
310279	59.37
310280	59.37
310281	73.95
310282	61.27
310283	59.37
310284	61.27
310285	55.13
310286	57.79
310287	67.63
310288	59.37
310289	40.61
310290	59.37
310291	73.95
310292	73.95
310293	57.79
310294	57.79
310295	63.73
310296	57.79
310297	63.73
310298	61.27
310299	63.73
310301	61.27
310302	67.63
310303	67.63
310304	73.95
310305	56.4
310306	73.95
310307	73.95
310308	67.63
310309	73.95
310310	73.95
310311	63.73
310312	73.95
310313	73.95
310314	73.95
310315	73.95
310316	73.95
310317	73.95
310318	73.95
310320	63.73
310321	67.63
310322	67.63
310323	53.94
310324	61.27
310325	73.95
310326	63.73
310327	73.95
310328	62.63
310329	63.73
310330	73.95
310331	73.95
310332	73.95
310333	67.63
310334	73.95
310335	67.63
310336	73.95
310337	67.63
310338	67.63
310339	67.63
310340	73.95
310341	67.63
310343	73.95
310344	56.4
310345	67.63
310347	73.95
310348	67.63
310349	67.63
310350	67.63
310351	73.95
310352	67.63
310353	73.95
310354	73.95
310355	61.27
310356	67.63
310357	61.27
310359	73.95
310360	63.73
310361	67.63
310362	61.27
310363	73.95
310364	73.95
310365	67.63
310366	63.73
310367	61.27
310368	73.95
310369	67.63
310370	73.95
310371	67.63
310372	57.79
310373	73.95
310374	73.95
310375	73.95
310376	73.95
310377	57.79
310378	67.63
310379	61.27
310380	73.95
310381	57.79
310382	73.95
310383	67.63
310384	63.73
310385	61.27
310386	67.63
310388	67.63
310389	67.63
310390	57.79
310391	63.73
310392	63.73
310393	63.73
310394	63.73
310395	67.63
310396	73.95
310397	73.95
310398	63.73
310399	67.63
310401	61.27
310402	67.63
310403	61.27
310404	67.63
310405	63.73
310406	73.95
310407	73.95
310408	73.95
310409	73.95
310410	73.95
310411	63.73
310412	52.8
310413	53.94
310414	67.63
310415	59.37
310416	73.95
310417	61.27
310418	59.37
310419	63.73
310420	67.63
310421	67.63
310422	57.79
310423	73.95
310424	59.37
310425	56.4
310426	56.4
310427	73.95
310428	61.27
310429	73.95
310430	57.79
310431	73.95
310432	73.95
310433	67.63
310434	73.95
310435	63.73
310501	59.37
310502	57.79
310503	61.27
310504	55.13
310505	49.55
310506	61.27
310601	63.73
310602	51.7
310603	59.37
310604	63.73
310605	63.73
310606	73.95
310607	73.95
310608	73.95
310609	67.63
310610	73.95
310611	63.73
310612	73.95
310613	73.95
310614	57.79
310615	57.79
310616	73.95
310617	73.95
310618	53.94
310619	73.95
310620	73.95
310621	73.95
310622	67.63
310623	73.95
310624	73.95
310625	67.63
310626	67.63
310627	73.95
310628	73.95
310629	67.63
310630	61.27
310631	73.95
310632	73.95
310633	63.73
310634	73.95
310635	73.95
310636	73.95
310637	67.63
310638	61.27
310639	67.63
310640	73.95
310642	63.73
310643	63.73
310644	73.95
310645	73.95
310646	67.63
310647	73.95
310648	36.07
310649	61.27
310650	67.63
310651	63.73
310652	73.95
310653	51.7
310701	73.95
310702	67.63
310703	67.63
310704	38.64
310705	73.95
310706	67.63
310801	63.73
310802	61.27
310803	73.95
310804	67.63
310805	73.95
310806	67.63
310807	56.4
310808	61.27
310809	63.73
310810	57.79
310811	61.27
310812	67.63
310813	67.63
310814	63.73
310815	67.63
310816	63.73
310817	63.73
310901	73.95
311001	73.95
311002	63.73
311004	59.37
311005	61.27
311101	57.79
311102	67.63
311103	67.63
311104	52.8
311105	67.63
311106	67.63
311107	59.37
311108	63.73
311109	63.73
311110	61.27
311111	63.73
311112	63.73
311301	63.73
311401	57.79
311402	63.73
311403	63.73
311404	61.27
311405	53.94
311406	63.73
311407	56.4
311408	63.73
311409	63.73
311501	73.95
311502	67.63
311503	67.63
311504	73.95
311505	73.95
311506	73.95
311507	73.95
311508	67.63
311509	73.95
311510	63.73
311511	73.95
311512	61.27
311513	73.95
311514	61.27
311515	59.37
311516	67.63
311517	63.73
311518	61.27
311519	61.27
311520	61.27
311521	73.95
311522	73.95
311601	59.37
311602	59.37
311603	59.37
311604	59.37
311605	57.79
311607	51.7
311608	46.2
311609	55.13
311610	38.64
311611	61.27
311701	61.27
311702	67.63
311703	63.73
311704	67.63
311901	61.27
311902	56.4
311903	63.73
311904	67.63
312201	67.63
312202	57.79
312203	61.27
312270	57.79
312273	53.94
312275	57.79
312277	52.8
312287	55.13
312288	55.13
312289	52.8
312290	56.4
312291	61.27
312292	50.62
312293	61.27
312294	61.27
312295	52.8
312296	56.4
312297	59.37
312298	51.7
312299	63.73
313301	67.63
313302	73.95
313303	73.95
313304	67.63
313305	63.73
313306	73.95
313399	73.95
320101	61.27
320102	61.27
320103	67.63
320104	61.27
320105	67.63
320106	73.95
320301	59.37
320302	61.27
320303	59.37
320304	44.99
320305	40.61
320306	53.94
320307	67.63
320308	67.63
320309	67.63
320310	57.79
330101	67.63
330102	59.37
330103	73.95
330104	73.95
330105	63.73
340201	59.37
340202	59.37
340203	55.13
340204	59.37
340205	61.27
