310632	51.34
310633	53.46
310634	X
310635	X
310636	X
310637	54.59
310638	X
310639	47.83
310640	47.32
310642	49.33
310643	X
310644	X
310645	X
310646	X
310647	X
310648	X
310649	X
310650	X
310651	X
310652	X
310653	35.17
310701	46.8
310702	X
310703	X
310704	X
310705	X
310706	X
310801	X
310802	46.8
310803	49.33
310804	47.83
310805	48.33
310806	X
310807	X
310808	X
310809	X
310810	X
310811	X
310812	44.62
310813	X
310814	X
310815	X
310816	X
310817	X
310901	47.32
311001	X
311002	X
311004	X
311005	X
311101	X
311102	57.87
311103	54.59
311104	X
311105	X
311106	X
311107	X
311108	X
311109	X
311110	49.83
311111	X
311112	X
311301	X
311401	X
311402	49.83
311403	50.83
311404	X
311405	X
311406	X
311407	X
311408	45.19
311409	47.83
311501	52.91
311502	60.38
311503	57.14
311504	47.32
311505	46.8
311506	X
311507	X
311508	60.38
311509	X
311510	X
311511	X
311512	52.38
311513	47.32
311514	X
311515	X
311516	X
311517	X
311518	X
311519	X
311520	X
311521	52.91
311522	48.83
311601	X
311602	X
311603	X
311604	X
311605	X
311607	X
311608	X
311609	47.32
311610	47.32
311611	48.83
311701	X
311702	X
311703	X
311704	52.38
311901	37.8
311902	20.55
311903	X
311904	42.1
312201	X
312202	X
312203	55.81
312270	49.83
312273	47.32
312275	49.33
312277	X
312287	26.98
312288	X
312289	X
312290	35.17
312291	60.38
312292	37.8
312293	45.19
312294	X
312295	49.33
312296	57.87
312297	35.17
312298	X
312299	46.8
313301	X
313302	46.8
313303	X
313304	X
313305	X
313306	55.19
313399	46.28
320101	X
320102	X
320103	52.91
320104	X
320105	X
320106	X
320301	X
320302	X
320303	X
320304	X
320305	X
320306	X
320307	X
320308	X
320309	X
320310	51.34
330101	X
330102	X
330103	X
330104	X
330105	X
340201	X
340202	X
340203	X
340204	40.61
340205	51.34
340206	48.83
340207	48.33
340208	53.46
340209	49.33
340210	X
340701	63.78
340702	X
340703	X
340704	X
340801	57.87
340802	X
340803	X
340804	X
340805	X
340806	X
340807	X
340808	X
340809	X
340810	X
340811	X
340812	46.8
340813	47.83
340814	49.33
340815	X
340901	X
340902	50.83
340903	X
340904	X
340905	X
350101	55.19
350102	48.33
350103	50.33
350107	40.61
350108	X
350110	X
350113	51.86
350114	X
350401	48.83
350402	X
350403	51.86
350501	X
350502	X
350503	X
350504	X
350505	X
350506	X
350507	X
350901	X
350902	47.83
350904	X
350905	X
350906	X
350907	X
350908	X
350909	X
350910	X
350911	X
350912	X
350913	X
350914	X
350915	X
350916	X
350917	50.33
350918	X
351101	X
351102	X
351103	X
351201	X
351202	X
351203	X
351204	X
351205	X
351206	X
351207	46.8
351208	49.33
351301	X
351302	X
351303	X
351304	44.03
351305	X
351306	51.34
351307	X
351308	X
351309	X
351310	X
351311	X
351312	X
351313	55.19
351314	55.81
351315	51.86
351316	51.86
351317	54.01
351318	X
351319	X
351320	55.19
351321	X
351322	X
351323	X
351324	49.83
351325	X
351326	X
351327	51.34
351328	X
351329	47.32
351333	X
351334	48.33
351335	X
351336	X
351337	52.91
351338	55.19
351339	X
351340	X
351341	40.61
351342	X
351343	47.83
351344	X
351345	X
351346	X
351347	X
351348	62.5
351349	X
351350	X
351602	X
351603	39.77
351604	X
351701	X
351702	X
351703	52.91
351801	X
351802	51.86
351803	X
351804	X
351805	52.38
351806	X
351807	X
351808	X
351809	54.01
351810	59.47
351811	52.91
351812	50.33
351813	51.34
351814	X
351815	54.01
351816	X
351817	X
351818	X
351819	X
351820	41.38
351821	X
351822	X
351823	51.86
351824	54.01
351825	55.81
351826	54.59
351827	X
351828	53.46
351829	X
351830	X
351831	X
351832	X
351833	X
351834	X
351835	X
351850	X
351851	X
351852	X
351853	X
351859	X
351860	X
351865	55.81
351866	X
351868	X
351870	52.91
351875	56.46
351878	X
352301	X
352302	X
352303	X
352304	X
352305	X
352401	52.38
352402	X
352403	52.38
352404	50.83
352405	52.91
352406	X
352407	52.91
352408	X
352409	X
352410	55.81
352801	X
352901	43.42
352902	X
352903	46.8
352904	X
352905	X
352906	46.8
352907	49.33
352908	X
352909	48.33
352910	X
352911	X
352912	X
352913	X
352914	X
352915	X
352916	X
352917	X
352918	X
360101	51.34
360103	X
360104	X
360105	X
360106	47.83
360107	X
360108	48.83
360109	49.33
360111	47.83
360112	X
360112	X
360113	54.01
360114	X
360115	X
360115	X
360116	X
360117	X
360117	X
360118	54.59
360120	49.83
360121	X
360122	X
360123	X
360124	X
360125	48.83
360126	X
360133	X
360201	X
360202	X
360202	X
360501	X
360502	X
360503	X
360504	X
360507	57.14
360508	45.74
360509	49.83
360510	X
360511	X
360512	X
360513	X
360514	46.8
360516	X
360517	49.33
360520	51.34
360521	55.19
360522	X
360523	X
360524	X
360801	X
360802	X
360803	X
360804	X
360805	X
360806	X
360807	X
360808	X
360809	X
360810	X
360811	X
360812	X
360813	X
360814	X
360815	X
360816	X
360817	51.34
360818	X
360819	X
360820	X
360821	X
360822	X
360824	50.33
360825	51.86
360826	44.03
360827	45.74
370401	X
370501	X
370502	X
370503	X
370504	X
370505	X
370506	X
370507	39.77
370508	X
370601	57.14
380101	X
380102	X
380103	X
380104	X
380105	50.33
380106	X
380107	X
380110	X
380111	X
380112	45.74
380113	X
380302	X
380304	X
380401	52.91
380402	43.42
380403	44.62
380404	45.19
390101	X
390103	55.81
390104	50.33
390105	X
390106	X
390107	53.46
390109	X
390110	50.83
390111	48.83
390112	X
390113	42.78
390114	X
390115	43.42
390116	47.83
390117	X
390201	X
390202	52.38
390203	45.74
390204	47.32
390205	46.8
390206	53.46
390207	50.83
390208	52.91
390209	54.01
390210	50.33
390211	X
390212	51.34
390301	X
390302	X
390303	48.83
390304	X
390305	X
390306	X
390307	X
390308	X
390309	X
390310	41.38
390311	49.83
390401	55.81
410101	44.03
410102	X
410103	50.83
410104	54.01
410108	X
410109	X
410113	X
410114	X
410120	X
410127	X
410134	X
410140	X
410146	49.33
410147	X
410148	57.87
410149	X
410150	X
410151	55.81
410153	54.59
410154	47.83
410155	38.84
410156	X
410157	X
410158	X
410159	49.83
410160	X
410161	X
410162	X
410163	X
410164	X
410165	X
410166	X
410167	X
410168	X
410170	52.91
410171	X
410172	X
410174	X
410201	X
410202	X
410203	49.33
410204	X
410205	54.59
410206	50.33
410207	48.83
410208	36.6
410210	X
410212	X
410214	X
410216	X
410222	X
410223	X
410224	X
410225	X
410226	52.38
410227	X
410228	56.46
410229	54.59
410230	X
410231	X
410232	X
410233	46.8
410234	X
410235	X
410236	X
410237	49.83
410238	X
410239	50.83
410240	X
410241	49.33
410242	X
410243	X
410244	X
410302	X
410303	X
410304	30.94
410305	X
410306	X
410307	46.8
410308	X
410309	X
410310	X
410311	60.38
410312	X
410313	60.38
410314	X
410315	X
410316	X
410317	57.14
410318	X
410319	X
410320	X
410321	X
410322	X
410323	X
410324	X
410325	X
410326	X
410327	47.83
410328	X
410329	X
410331	X
410332	X
410333	X
410334	X
410335	X
410336	X
410337	X
410338	X
410339	X
410340	X
410341	X
410342	X
410343	X
410344	X
410345	X
410346	X
410347	X
410348	X
410401	54.01
410402	X
410404	X
410601	49.33
410602	X
410603	X
410604	X
410605	X
410606	X
410607	X
410608	X
410609	X
410610	X
410611	X
410612	X
410613	X
410614	X
410615	X
410701	X
410702	47.83
410703	X
410704	X
410705	X
410706	X
410707	52.38
410708	X
410709	X
410710	X
410711	X
410713	47.83
410714	39.77
410715	X
410716	X
410717	X
410718	X
410720	X
410721	X
410722	X
410723	X
410724	X
410726	X
410727	X
410728	X
410801	X
410802	X
410803	X
410804	X
410805	X
410806	X
410807	X
410808	X
410809	X
410810	X
410811	X
410812	X
410813	X
410814	X
410815	X
410816	X
410817	X
410818	X
410819	49.83
410820	X
410821	X
410822	X
410823	X
410824	X
410825	50.83
410826	X
410827	53.46
410828	X
410829	X
410830	X
410831	X
410832	X
410834	X
410835	X
410836	X
410837	X
410901	X
410902	X
410903	48.83
410904	48.83
411101	X
411102	X
411103	X
411201	X
411501	X
411502	X
411503	X
411504	X
411505	X
411506	X
411601	X
411602	48.83
411603	54.59
411604	X
411605	X
411606	X
411607	X
411608	X
411610	X
411611	X
411701	50.83
411702	X
411801	X
411802	X
411803	X
411804	55.19
411901	X
411902	X
411903	51.86
411904	56.46
411905	X
411906	X
412001	X
412002	X
412003	X
412101	X
412102	X
412103	X
412104	X
420101	52.91
420102	X
420103	X
420104	50.33
420105	51.34
420201	X
420202	45.19
420203	44.62
420204	X
420205	X
420206	X
420207	44.62
420208	49.83
420209	46.28
420210	X
420211	X
420212	X
420213	X
420214	X
420215	50.83
420216	X
420217	X
420218	X
420219	X
420301	X
420401	43.42
420403	X
420404	X
420405	48.33
420406	X
420407	X
420408	X
420501	56.46
420502	X
420503	X
420504	50.33
420505	X
420507	55.19
420508	47.83
420509	X
420510	50.33
420511	X
420512	X
420515	X
420516	56.46
430101	43.42
430102	X
430201	X
430301	52.91
440101	X
450201	47.32
450202	47.83
450203	42.78
450205	49.83
450206	60.38
450207	44.03
450208	53.46
450210	57.14
450211	51.86
450212	52.38
450213	54.59
450215	50.83
450216	51.86
450218	51.86
450219	49.33
450222	X
450223	51.86
470301	X
470302	X
470303	X
480101	X
480102	46.8
480103	35.17
480104	47.83
480105	42.78
480106	X
490101	X
490102	X
490103	X
490104	X
490105	X
490106	X
490107	X
490108	X
490109	X
490110	X
490111	50.33
490112	54.59
490113	45.19
490114	52.38
490115	55.81
490116	51.34
490117	42.1
490118	61.38
490119	49.33
490120	47.32
490121	53.46
490122	53.46
490123	47.83
490124	57.87
490125	56.46
490126	X
490201	52.91
490202	48.83
490203	X
490204	X
490205	X
490206	X
490207	30.94
490208	53.46
490209	55.19
490210	X
490211	57.14
490212	53.46
490213	54.59
490214	59.47
490215	56.46
490216	55.81
490217	55.19
490218	57.14
490219	53.46
490220	55.19
490221	55.19
