57.18	110201
61.92	110202
57.18	110203
58.17	110209
50.95	110210
34.2	110211
47.51	110212
58.17	110213
58.17	110214
69.75	120101
53.82	120103
40.79	120201
55.41	120202
63.67	120205
61.92	120212
60.49	120213
61.92	130103
57.18	130104
45.31	130302
53.82	130303
55.41	130404
66.02	130405
52.35	130406
53.08	130502
50.26	130503
41.84	130506
53.82	130603
53.08	130606
54.6	130704
55.41	150113
60.49	150114
66.02	150115
66.02	210101
59.26	210102
59.26	210105
48.9	210108
59.26	210112
61.92	210113
69.8	230302
61.92	230305
54.6	230306
69.8	230308
49.58	230324
63.67	230330
41.84	240101
50.26	240102
55.41	240103
58.17	240104
60.49	250202
69.8	250204
69.8	250208
50.95	260301
59.26	260302
51.65	260601
60.49	270301
38.2	270305
40.79	280202
60.49	280301
48.9	280305
36.49	280309
52.35	280310
42.8	280311
58.17	280314
45.31	280317
46.8	280321
50.26	290204
54.6	290301
61.92	310102
59.26	310106
55.41	310107
55.41	310108
69.8	310110
56.26	310111
53.82	310113
61.92	310114
59.26	310121
50.95	310130
57.18	310133
38.2	310137
66.02	310138
57.18	310139
42.8	310141
42.8	310144
48.9	310146
60.49	310151
39.6	310153
42.8	310156
69.8	310163
43.69	310168
38.2	310201
60.49	310203
45.31	310205
48.9	310207
55.41	310208
57.18	310209
56.26	310211
69.8	310212
63.61	310215
61.92	310216
42.8	310220
58.17	310221
59.26	310224
66.02	310228
58.17	310229
55.41	310234
56.26	310236
55.41	310237
54.6	310240
69.8	310243
56.26	310244
58.17	310246
56.26	310247
40.79	310248
59.26	310249
61.92	310255
66.02	310256
57.18	310257
57.18	310259
43.69	310260
53.08	310266
53.82	310267
58.17	310269
41.84	310271
48.21	310272
54.6	310275
66.02	310276
56.15	310277
60.49	310278
45.31	310280
52.35	310281
58.17	310283
57.18	310286
39.6	310288
61.92	310289
61.92	310293
48.9	310294
41.84	310296
55.41	310297
66.02	310299
66.02	310303
38.2	310305
57.18	310306
66.02	310310
58.17	310314
58.17	310315
50.26	310323
46.07	310325
52.35	310326
66.02	310331
61.92	310335
50.26	310338
52.35	310340
55.41	310341
40.79	310344
54.6	310348
63.67	310353
48.9	310357
50.26	310362
61.92	310365
59.26	310368
54.6	310369
36.49	310371
42.8	310372
69.8	310376
52.35	310377
57.18	310378
63.67	310379
53.82	310381
51.65	310391
42.8	310392
45.31	310394
47.51	310395
60.49	310396
63.67	310398
59.26	310399
40.79	310410
49.58	310411
30.47	310412
42.8	310415
46.07	310416
52.35	310426
53.82	310431
60.49	310433
57.18	310434
60.49	310435
50.26	310501
50.26	310504
60.49	310602
50.95	310603
48.9	310608
58.17	310610
60.49	310611
60.49	310614
63.67	310616
63.67	310622
57.18	310623
60.49	310625
55.41	310626
54.6	310628
45.31	310630
48.9	310634
58.17	310635
61.92	310636
55.41	310643
56.26	310645
56.26	310646
54.6	310649
60.49	310652
41.84	310702
39.6	310704
58.17	310806
55.41	310807
60.49	310814
69.8	310815
57.18	310816
60.49	311002
58.17	311004
48.21	311005
55.41	311101
63.67	311104
63.67	311105
60.49	311106
52.35	311107
59.26	311111
61.92	311112
45.31	311301
48.9	311401
39.6	311405
57.18	311506
61.92	311507
59.26	311510
61.92	311511
57.18	311516
58.17	311517
50.26	311518
59.26	311519
59.26	311520
52.35	311602
59.26	311604
36.49	311605
53.08	311703
51.65	311903
50.95	312201
60.49	312202
38.2	312277
52.35	312294
66.02	313303
57.18	313304
51.65	320101
57.18	320104
66.02	320301
58.17	320302
49.58	320304
43.69	320305
66.02	320307
56.26	320309
48.9	330101
63.67	330104
59.26	330105
57.18	340201
53.82	340210
46.07	340802
53.08	340804
50.26	340805
63.67	340807
59.26	340808
50.26	340809
46.07	340810
41.84	340811
53.82	340815
53.82	340903
36.49	340904
60.49	340905
60.49	350108
66.02	350110
61.92	350114
60.49	350501
63.67	350502
48.21	350503
59.26	350505
46.8	350506
53.08	350904
52.35	350905
50.26	350906
42.8	350907
57.18	350910
42.8	350911
39.6	350913
30.47	350914
43.69	350915
36.49	350916
43.69	350918
69.8	351101
60.49	351102
60.49	351103
58.17	351201
59.26	351204
59.17	351205
58.17	351206
57.18	351301
61.92	351307
36.49	351308
56.26	351309
47.51	351311
63.67	351312
57.18	351318
58.17	351319
50.95	351322
57.18	351323
46.07	351325
45.31	351326
46.8	351335
45.31	351340
51.65	351342
48.21	351347
59.26	351349
61.92	351350
52.35	351602
60.49	351604
49.58	351702
53.08	351801
54.6	351804
63.67	351807
58.17	351808
57.18	351814
45.31	351816
60.49	351817
56.26	351818
55.41	351819
47.51	351822
60.49	351827
36.49	351830
51.65	351832
63.67	351833
51.65	351835
52.35	351850
59.26	351866
49.58	351868
61.92	351878
57.18	352301
60.49	352302
58.17	352303
56.26	352304
58.17	352305
59.26	352406
45.31	352408
55.41	352409
39.6	352801
59.26	352902
59.26	352904
60.49	352905
48.21	352913
40.79	352914
55.41	352917
44.52	360104
45.31	360105
53.82	360107
59.26	360114
58.17	360115
46.8	360116
51.65	360117
49.58	360123
53.82	360124
51.65	360126
52.35	360133
52.35	360202
59.26	360502
39.6	360510
56.26	360512
47.51	360513
51.65	360516
53.82	360522
56.26	360524
50.95	360801
