X	411103
X	411102
48.9	311401
X	311403
69.8	230308
X	230309
X	311402
X	230301
69.8	230302
X	230303
X	230304
61.92	230305
54.6	230306
X	230307
55.41	390109
X	390107
55.41	390106
61.92	390105
X	390104
X	390103
60.49	390101
X	310653
60.49	310652
X	310651
X	310650
38.2	312277
X	312275
X	312273
X	312270
X	340209
X	340208
57.18	340201
X	340203
X	340202
X	340205
X	340204
X	340207
X	340206
X	490212
X	490213
51.65	490210
X	490211
X	490216
X	490217
X	490214
X	490215
X	490218
X	490219
X	130801
60.49	310433
X	310432
53.82	310431
X	310430
X	350107
60.49	310435
57.18	310434
60.49	350108
53.82	410102
X	410103
X	410101
X	410104
X	310329
X	310328
40.79	410212
52.35	310326
46.07	310325
X	310324
X	410216
X	310322
X	310321
X	310320
X	350401
X	310222
X	310223
42.8	310220
58.17	310221
X	310226
X	310227
59.26	310224
X	310225
66.02	310228
58.17	310229
X	250207
X	410327
X	250205
51.65	410325
X	250203
X	410323
X	410320
X	410321
X	410328
69.8	250208
30.47	350914
38.2	310137
50.26	480101
57.18	350910
57.18	310133
50.95	310130
39.6	350913
43.69	350918
66.02	310138
57.18	310139
X	310136
X	480102
X	310134
X	350917
X	310132
42.8	350911
X	350912
X	310131
X	480104
X	310418
X	310389
57.18	320104
X	320105
X	320106
51.65	320101
X	320102
X	320103
X	310414
63.67	412101
53.82	412102
52.35	412103
X	290401
X	352401
X	352402
X	352403
X	352404
X	352405
59.26	352406
X	352407
45.31	352408
55.41	352409
X	230317
X	230316
X	230315
X	230314
X	230313
X	230312
X	230311
X	230310
X	230319
X	230318
36.49	430201
X	370401
60.49	312202
X	312203
50.95	312201
53.82	360522
X	360523
X	360520
X	360521
56.26	360524
X	490201
X	490203
X	490202
60.49	490205
X	490204
X	490207
X	490206
X	490209
X	490208
X	130701
X	130703
X	130702
54.6	130704
X	410208
X	310359
50.26	410201
63.67	310353
X	310350
36.49	410202
X	310356
48.9	310357
X	410207
X	310355
X	310231
X	310230
X	310233
X	310232
X	310235
55.41	310234
55.41	310237
56.26	310236
X	310239
X	310238
57.18	410335
X	410334
58.17	410337
X	410336
57.18	410331
X	410333
47.51	410332
X	410339
55.41	410338
X	350909
X	350908
X	350902
X	350901
59.26	310121
50.26	350906
52.35	350905
53.08	350904
X	250301
X	412104
X	351870
X	351875
61.92	351878
X	310901
X	352410
X	480103
X	311522
59.26	311520
X	311521
X	310506
X	430301
X	230101
X	370601
X	420408
48.9	420404
X	420405
X	420406
48.21	420407
X	420401
59.17	420403
X	410832
57.18	410830
66.02	410831
X	410836
36.49	410837
X	410834
39.6	410835
X	480106
X	480105
56.26	410234
48.21	410235
58.17	410236
X	410237
X	410230
X	410231
X	410232
X	410233
48.9	410238
X	410239
X	310349
54.6	310348
55.41	310341
52.35	310340
X	310343
X	310345
40.79	310344
X	310347
X	150202
X	150203
X	150201
X	150204
X	150205
X	130601
X	130602
53.82	130603
X	351603
57.18	310209
53.08	130606
X	310204
45.31	310205
X	310206
48.9	310207
38.2	310201
X	310202
60.49	310203
56.26	410302
56.26	410303
X	410304
X	410305
56.26	410306
X	410307
52.35	410308
63.67	410309
69.8	310110
56.26	310111
X	310112
53.82	310113
61.92	310114
X	351834
36.49	350916
63.67	340807
X	310374
X	410222
50.95	430102
49.58	351868
X	410227
X	351865
X	410226
X	320306
66.02	320307
49.58	320304
43.69	320305
58.17	320302
42.8	310372
66.02	320301
X	310373
X	320308
56.26	320309
58.17	310806
55.41	310807
X	310804
X	310805
39.6	311405
X	310803
X	311407
X	310801
X	311409
X	311408
X	310808
X	310809
X	340814
53.82	340815
46.07	340810
41.84	340811
X	340812
X	340813
69.8	351101
60.49	351103
X	360504
X	360507
X	360501
59.26	360502
X	360503
X	360508
X	360509
54.6	411201
X	411804
X	490221
X	490220
X	411801
51.65	411802
60.49	411803
50.95	410829
X	410828
44.52	410821
X	410820
X	410823
53.08	410822
X	410825
X	410824
X	410827
56.26	410826
X	410223
X	310375
69.8	310376
52.35	310377
X	310370
36.49	310371
63.67	410225
48.21	410224
X	410229
X	410228
57.18	310378
63.67	310379
X	310219
X	310218
X	310213
69.8	310212
56.26	310211
X	310210
X	310217
61.92	310216
63.61	310215
X	310214
X	140202
X	140201
53.82	410319
X	410318
X	410317
60.49	410316
X	410315
45.31	410314
X	410313
56.26	410312
X	410311
57.18	410310
55.41	310107
59.26	310106
X	310105
X	310104
X	310103
61.92	310102
X	310101
X	310109
55.41	310108
48.9	210108
X	210109
66.02	210101
59.26	210102
X	210103
49.58	351702
59.26	210105
X	210106
X	351701
X	270308
X	270309
X	270304
38.2	270305
X	270306
X	270307
60.49	270301
X	270302
X	270303
51.65	260601
X	410324
X	450218
X	450219
X	450216
X	410147
X	450215
X	450212
X	450213
59.26	410140
X	450211
56.26	351818
55.41	351819
X	351812
X	351813
X	351810
X	351811
45.31	351816
60.49	351817
57.18	351814
X	351815
X	320310
69.8	310815
60.49	310814
X	310817
57.18	310816
X	310811
X	310810
X	310813
X	310812
X	340803
46.07	340802
X	340801
X	470302
X	340806
50.26	340805
58.17	470301
50.26	340809
59.26	340808
X	311508
X	311509
X	311501
X	311502
X	311503
X	311504
X	311505
57.18	311506
61.92	311507
X	350402
47.51	360513
56.26	360512
X	360511
39.6	360510
X	311610
X	311611
X	360514
57.18	410134
X	410814
61.92	410815
X	410816
56.26	410817
X	410810
59.26	410811
X	410812
53.82	410813
60.49	410818
X	410819
X	210104
X	351703
X	310363
50.26	310362
X	310361
X	310360
X	310367
X	310366
61.92	310365
X	310364
54.6	310369
59.26	310368
X	410329
X	120106
X	120104
X	120102
53.82	120103
69.75	120101
59.26	351866
61.92	210113
59.26	210112
X	210111
X	210110
X	490108
X	490109
63.67	490102
X	490103
X	490101
X	490106
X	490107
X	490104
X	490105
X	270310
57.18	313304
X	313305
63.67	390112
X	313301
X	410159
X	450208
X	410155
X	410154
X	410157
X	450206
X	450201
38.2	410150
X	450203
X	450202
X	351809
58.17	351808
53.08	351801
X	351803
X	351802
X	351805
54.6	351804
63.67	351807
X	351806
X	352916
55.41	352917
40.79	352914
X	352915
X	352912
48.21	352913
X	352910
X	352911
X	352918
X	380304
X	380302
X	410148
49.58	410149
X	410146
58.17	311517
57.18	311516
X	311515
X	311514
X	311513
X	311512
61.92	311511
59.26	311510
59.26	311519
50.26	311518
X	450210
46.8	280321
X	280320
X	311603
52.35	311602
X	311601
X	311607
36.49	311605
59.26	311604
X	340902
53.82	340903
X	311609
X	311608
36.49	340904
60.49	340905
X	310352
X	410203
59.26	410803
X	410802
X	410801
X	310351
53.08	410807
X	410806
43.69	410805
X	410804
X	410205
X	410809
57.18	410808
X	110101
X	110102
X	310354
X	410206
X	310802
63.67	310398
59.26	310399
60.49	310396
X	310397
45.31	310394
47.51	310395
42.8	310392
X	310393
X	310390
51.65	310391
X	310161
X	310160
69.8	310163
X	310162
X	310165
X	310164
X	310167
43.69	310168
X	490119
X	490118
X	411502
X	490111
63.67	490110
X	490113
X	490112
X	490115
X	490114
X	490117
X	490116
59.26	410168
51.65	351835
36.49	351830
X	351831
51.65	351832
63.67	351833
X	410160
X	410161
45.31	410162
X	410163
X	410164
X	410165
X	410166
69.8	410167
60.49	352905
59.26	352904
X	352907
X	352906
X	352901
X	352903
59.26	352902
X	352909
X	352908
58.17	280314
X	280315
X	280316
45.31	280317
52.35	280310
42.8	280311
X	280313
X	280318
X	280319
X	130604
X	130605
X	311702
53.08	311703
X	311701
X	311704
